date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,USD_raw,EUR_raw,GBP_raw,JPY_raw,CNY_raw,GDP_bigmac,adj_price,USD_adjusted,EUR_adjusted,GBP_adjusted,JPY_adjusted,CNY_adjusted
1/1/2010,DNK,DKK,Denmark,30.94,5.16195,5.99385891,0.74748,0.23739,0.63261,0.71462,2.2737,36638.57489,3.908569811,0.94326,0.16643,0.66306,0.83911,1.34168
1/1/2010,EGY,EGP,Egypt,13,5.465,2.378774016,-0.30648,-0.50892,-0.35207,-0.31952,0.29923,3303.678377,2.67484104,0.12693,-0.32357,-0.03556,0.06653,0.35798
1/1/2010,EUZ,EUR,Euro area,3.36,0.693649638,4.843943997,0.41223,0,0.3194,0.38567,1.64565,30581.71609,3.684404695,0.666,0,0.42578,0.57671,1.00757
1/1/2010,GBR,GBP,Britain,2.29,0.623752495,3.671328,0.07036,-0.24208,0,0.05023,1.00519,38608.31666,3.981470205,0.16848,-0.29863,0,0.10586,0.40805
1/1/2010,HKG,HKD,Hong Kong,14.8,7.75655,1.908064797,-0.44371,-0.60609,-0.48028,-0.45417,0.04214,56824.75067,4.655662752,-0.48066,-0.68827,-0.55554,-0.50849,-0.37418
1/1/2010,HUN,HUF,Hungary,720,186.6508,3.857470742,0.12463,-0.20365,0.0507,0.10348,1.10686,12923.41518,3.030868726,0.61279,-0.03194,0.38024,0.52635,0.94346
1/1/2010,IDN,IDR,Indonesia,20900,9320,2.24248927,-0.34621,-0.53705,-0.38919,-0.35851,0.22479,3846.901829,2.694945809,0.05444,-0.36708,-0.0976,-0.00207,0.27063
1/1/2010,ISR,ILS,Israel,14.9,3.7325,3.991962492,0.16384,-0.17589,0.08733,0.14195,1.18031,25009.01766,3.478158415,0.45439,-0.12702,0.24468,0.37644,0.75257
1/1/2010,JPN,JPY,Japan,320,91.54,3.495739567,0.01917,-0.27833,-0.04783,0,0.90929,44306.58606,4.192363883,0.05663,-0.36577,-0.09573,0,0.27327
1/1/2010,KOR,KRW,South Korea,3400,1140.5,2.981148619,-0.13086,-0.38456,-0.18799,-0.14721,0.62823,24739.46775,3.468182339,0.08924,-0.34619,-0.06782,0.03086,0.31257
1/1/2010,LKA,LKR,Sri Lanka,210,114.86,1.828312729,-0.46696,-0.62256,-0.502,-0.47699,-0.00142,,,,,,,
1/1/2010,MEX,MXN,Mexico,32,12.81375,2.497317335,-0.27192,-0.48445,-0.31978,-0.28561,0.36397,12452.77932,3.013450433,0.05015,-0.36966,-0.10127,-0.00613,0.26546
1/1/2010,MYS,MYR,Malaysia,7.05,3.3875,2.081180812,-0.39324,-0.57035,-0.43313,-0.40465,0.13669,14216.39641,3.078722126,-0.14339,-0.48583,-0.26691,-0.1893,0.03223
1/1/2010,NOR,NOK,Norway,40,5.69555,7.023026749,1.04753,0.44986,0.91294,1.00902,2.83581,46970.14011,4.290942358,1.07403,0.24492,0.77497,0.96287,1.49926
1/1/2010,NZL,NZD,New Zealand,4.9,1.35685,3.611305598,0.05286,-0.25447,-0.01635,0.03306,0.97241,31115.0161,3.704142196,0.23543,-0.25844,0.0573,0.16922,0.48873
1/1/2010,PAK,PKR,Pakistan,200,82.6,2.421307506,-0.29408,-0.50014,-0.34048,-0.30735,0.32246,1317.490131,2.60133196,0.1795,-0.29202,0.00943,0.11628,0.42132
1/1/2010,PER,PEN,Peru,8.056,2.8705,2.806479707,-0.18178,-0.42062,-0.23557,-0.19717,0.53283,5338.323673,2.750143522,0.29315,-0.2238,0.10669,0.22385,0.55828
1/1/2010,PHL,PHP,Philippines,101.52,45.92,2.210801394,-0.35545,-0.54359,-0.39782,-0.36757,0.20749,3022.756323,2.664444079,0.05144,-0.36888,-0.10016,-0.00491,0.26702
1/1/2010,POL,PLN,Poland,8.1,2.83565,2.85648793,-0.1672,-0.4103,-0.22195,-0.18287,0.56015,14282.42218,3.081165748,0.17479,-0.29484,0.0054,0.11183,0.41565
1/1/2010,RUS,RUB,Russia,70,29.927,2.339024961,-0.31807,-0.51712,-0.36289,-0.33089,0.27752,15181.86433,3.114454217,-0.04831,-0.42876,-0.18553,-0.09932,0.14681
1/1/2010,SAU,SAR,Saudi Arabia,10,3.7502,2.666524452,-0.22259,-0.44951,-0.27369,-0.23721,0.45639,30102.94533,3.666685328,-0.07846,-0.44685,-0.21134,-0.12785,0.11048
1/1/2010,SGP,SGD,Singapore,4.45,1.39555,3.188706961,-0.07035,-0.34171,-0.13146,-0.08783,0.7416,43631.57938,4.167381799,-0.0304,-0.418,-0.1702,-0.08236,0.1684
1/1/2010,SWE,SEK,Sweden,39,7.0821,5.506841191,0.60549,0.13685,0.49996,0.5753,2.0077,32227.86365,3.745328826,0.86318,0.11836,0.59453,0.76333,1.24518
1/1/2010,THA,THB,Thailand,70,33.135,2.11256979,-0.38409,-0.56387,-0.42458,-0.39567,0.15383,7149.143463,2.817162193,-0.04974,-0.42962,-0.18676,-0.10067,0.14509
1/1/2010,TUR,TRY,Turkey,5.65,1.47455,3.831677461,0.11711,-0.20898,0.04368,0.0961,1.09277,8512.005166,2.867601879,0.69322,0.01634,0.44907,0.60247,1.04037
1/1/2010,TWN,TWD,Taiwan,75,31.8425,2.355342702,-0.31331,-0.51376,-0.35845,-0.32622,0.28643,26036.21346,3.516175063,-0.15116,-0.49049,-0.27355,-0.19665,0.02288
1/1/2010,UKR,UAH,Ukraine,14,7.66,1.82767624,-0.46715,-0.62269,-0.50218,-0.47717,-0.00177,,,,,,,
1/1/2010,URY,UYU,Uruguay,77,23.17,3.32326284,-0.03112,-0.31393,-0.09481,-0.04934,0.81509,,,,,,,
1/1/2010,USA,USD,United States,3.43,1,3.43,0,-0.2919,-0.06573,-0.01881,0.87338,48470.553,4.34647283,0,-0.39976,-0.14419,-0.05359,0.20503
1/1/2010,ZAF,ZAR,South Africa,17.95,7.3045,2.457389281,-0.28356,-0.49269,-0.33065,-0.29703,0.34217,9993.732651,2.922440802,0.06554,-0.36042,-0.0881,0.00844,0.28401
7/1/2010,ARE,AED,UAE,11,3.67285,2.994949426,-0.15157,-0.30873,-0.14026,-0.18406,0.53761,,,,,,,
7/1/2010,ARG,ARS,Argentina,14,3.93375,3.558945027,0.0082,-0.17855,0.02164,-0.03041,0.82717,7293.259122,3.028230633,0.37425,-0.00477,0.31387,0.29706,0.81286
7/1/2010,AUS,AUD,Australia,4.35,1.133722578,3.8369175,0.08695,-0.11439,0.10144,0.04532,0.96988,46680.85471,4.079903361,0.09968,-0.20361,0.05136,0.03791,0.45065
7/1/2010,BRA,BRL,Brazil,8.71,1.77495,4.907180484,0.39014,0.13264,0.40867,0.3369,1.51935,6587.104827,3.009375884,0.90672,0.38085,0.82296,0.79964,1.51528
7/1/2010,CAN,CAD,Canada,4.17,1.04235,4.000575622,0.13331,-0.07662,0.14842,0.08991,1.0539,42251.34965,3.961632885,0.18081,-0.14485,0.12893,0.11449,0.55768
7/1/2010,CHE,CHF,Switzerland,6.5,1.05085,6.185468906,0.75226,0.42768,0.77562,0.68515,2.17563,43920.90463,4.006211017,0.80539,0.30747,0.72607,0.70399,1.38161
7/1/2010,CHL,CLP,Chile,1750,523.65,3.34192686,-0.05328,-0.22864,-0.04065,-0.08953,0.71575,11339.45288,3.136266464,0.24599,-0.09765,0.19125,0.17602,0.64367
7/1/2010,CHN,CNY,China,13.2,6.7769,1.947793239,-0.44822,-0.55043,-0.44086,-0.46935,0,6404.946992,3.004512159,-0.24194,-0.45101,-0.27525,-0.28452,0
7/1/2010,COL,COP,Colombia,8200,1868.45,4.388664401,0.24325,0.01296,0.25983,0.19564,1.25315,4756.122885,2.960487554,0.73341,0.25534,0.65726,0.63606,1.28665
7/1/2010,CRI,CRC,Costa Rica,2000,522.115,3.830573724,0.08515,-0.11586,0.09962,0.04359,0.96662,,,,,,,
7/1/2010,CZE,CZK,Czech Republic,67.64,19.7476,3.425226357,-0.02968,-0.20942,-0.01674,-0.06684,0.75852,20371.65359,3.377431709,0.18586,-0.1412,0.13377,0.11926,0.56435
7/1/2010,DNK,DKK,Denmark,28.5,5.81365,4.902255898,0.38874,0.1315,0.40726,0.33556,1.51683,40934.98235,3.926485078,0.4599,0.05726,0.39577,0.37791,0.92585
7/1/2010,EGY,EGP,Egypt,13,5.699,2.281101948,-0.3538,-0.47349,-0.34518,-0.37854,0.17112,3399.995531,2.92427813,-0.08787,-0.33943,-0.12794,-0.1391,0.20325
7/1/2010,EUZ,EUR,Euro area,3.380031071,0.78015291,4.332523827,0.22734,0,0.24371,0.18034,1.22432,31286.7911,3.668872511,0.38083,0,0.32017,0.30328,0.82154
7/1/2010,GBR,GBP,Britain,2.29,0.657375756,3.483548,-0.01316,-0.19595,0,-0.05095,0.78846,39733.92355,3.894416079,0.04595,-0.24252,0,-0.01279,0.37978
7/1/2010,HKG,HKD,Hong Kong,14.8,7.7742,1.90373286,-0.4607,-0.56059,-0.45351,-0.48135,-0.02262,58481.44894,4.394986395,-0.4935,-0.63319,-0.51575,-0.52195,-0.33184
7/1/2010,HUN,HUF,Hungary,740,221.96915,3.333796611,-0.05558,-0.23052,-0.04299,-0.09175,0.71158,12940.7265,3.179021442,0.22625,-0.11195,0.17237,0.15738,0.61762
7/1/2010,IDN,IDR,Indonesia,22780,9063,2.513516496,-0.28796,-0.41985,-0.27846,-0.31522,0.29044,3632.321281,2.930481368,0.00294,-0.27367,-0.04112,-0.05339,0.32304
7/1/2010,ISR,ILS,Israel,14.9,3.8619,3.858204511,0.09298,-0.10948,0.10755,0.05112,0.98081,25738.14354,3.520720251,0.2814,-0.07201,0.22511,0.20944,0.69038
7/1/2010,JPN,JPY,Japan,320,87.18,3.670566644,0.03982,-0.15279,0.05369,0,0.88447,45598.32326,4.050999113,0.05951,-0.2327,0.01296,0,0.39766
7/1/2010,KOR,KRW,South Korea,3400,1204.45,2.822865208,-0.20032,-0.34845,-0.18966,-0.23095,0.44926,25460.73504,3.513313275,-0.06048,-0.3196,-0.10176,-0.11325,0.23938
7/1/2010,LKA,LKR,Sri Lanka,210,112.775,1.86211483,-0.47249,-0.5702,-0.46545,-0.49269,-0.04399,,,,,,,
7/1/2010,MEX,MXN,Mexico,32,12.782,2.503520576,-0.29079,-0.42216,-0.28133,-0.31795,0.28531,12815.83411,3.175686739,-0.07818,-0.33242,-0.11868,-0.12995,0.21603
7/1/2010,MYS,MYR,Malaysia,7.05,3.2135,2.193869613,-0.37851,-0.49363,-0.37022,-0.40231,0.12634,14630.86861,3.224149263,-0.20434,-0.42378,-0.2393,-0.24903,0.04961
7/1/2010,NOR,NOK,Norway,45,6.24625,7.204322594,1.04088,0.66285,1.0681,0.96273,2.69871,42968.47285,3.98078051,1.1162,0.53256,1.02323,0.99735,1.79162
7/1/2010,NZL,NZD,New Zealand,5,1.39275766,3.59,0.017,-0.17138,0.03056,-0.02195,0.84311,31381.71624,3.67140707,0.14339,-0.17196,0.09316,0.07917,0.50832
7/1/2010,PAK,PKR,Pakistan,210,85.525,2.455422391,-0.30441,-0.43326,-0.29514,-0.33105,0.26062,1291.334212,2.867975592,0.00111,-0.27499,-0.04287,-0.05511,0.32063
7/1/2010,PER,PEN,Peru,10,2.8275,3.536693192,0.0019,-0.18369,0.01526,-0.03647,0.81574,4425.934121,2.951671313,0.40108,0.01466,0.33952,0.32239,0.84825
7/1/2010,PHL,PHP,Philippines,102,46.47,2.194964493,-0.3782,-0.49338,-0.36991,-0.40201,0.1269,3096.243879,2.916167776,-0.11987,-0.36261,-0.15854,-0.1693,0.16104
7/1/2010,POL,PLN,Poland,8.3,3.1969,2.596265132,-0.26451,-0.40075,-0.25471,-0.29268,0.33293,14344.63091,3.216506543,-0.05616,-0.31647,-0.09763,-0.10917,0.24508
7/1/2010,RUS,RUB,Russia,71,30.44325,2.332208289,-0.33932,-0.4617,-0.33051,-0.36462,0.19736,15404.42113,3.244803585,-0.15955,-0.39135,-0.19647,-0.20675,0.10869
7/1/2010,SAU,SAR,Saudi Arabia,10,3.75045,2.666346705,-0.24466,-0.38457,-0.23459,-0.27359,0.36891,30980.58222,3.660696548,-0.1483,-0.3832,-0.18572,-0.19614,0.12353
7/1/2010,SGP,SGD,Singapore,4.23,1.3742,3.078154563,-0.128,-0.28952,-0.11637,-0.1614,0.58033,47239.05084,4.094807536,-0.121,-0.36343,-0.15962,-0.17037,0.15955
7/1/2010,SWE,SEK,Sweden,48.4,7.37355,6.564002414,0.85949,0.51505,0.88429,0.78828,2.36997,26725.83903,3.54709232,1.16386,0.56707,1.06879,1.04233,1.85448
7/1/2010,THA,THB,Thailand,70,32.305,2.166847237,-0.38616,-0.49986,-0.37798,-0.40967,0.11246,7357.573302,3.02994786,-0.16377,-0.3944,-0.20051,-0.21074,0.10312
7/1/2010,TUR,TRY,Turkey,5.95,1.5293,3.890668933,0.10217,-0.10199,0.11687,0.05996,0.99748,8318.47941,3.055604637,0.48888,0.07825,0.42347,0.40526,0.96408
7/1/2010,TWN,TWD,Taiwan,75,32.1055,2.336048341,-0.33823,-0.46081,-0.32941,-0.36357,0.19933,26795.28674,3.548946616,-0.23031,-0.44259,-0.26413,-0.27354,0.01534
7/1/2010,UKR,UAH,Ukraine,14.5,7.899,1.835675402,-0.47998,-0.5763,-0.47304,-0.49989,-0.05756,,,,,,,
7/1/2010,URY,UYU,Uruguay,79,21.1,3.744075829,0.06064,-0.13582,0.07479,0.02003,0.92221,,,,,,,
7/1/2010,USA,USD,United States,3.53,1,3.53,0,-0.18523,0.01333,-0.0383,0.81231,48470.553,4.127689392,0,-0.2758,-0.04393,-0.05616,0.31916
7/1/2010,ZAF,ZAR,South Africa,18.45,7.5365,2.448085982,-0.30649,-0.43495,-0.29724,-0.33305,0.25685,10006.36625,3.100672241,-0.07678,-0.33141,-0.11734,-0.12864,0.21787
7/1/2011,ARE,AED,UAE,12,3.67305,3.267039654,-0.10246,-0.3371,-0.1605,-0.19993,0.43727,,,,,,,
7/1/2011,ARG,ARS,Argentina,20,4.1325,4.83968542,0.32958,-0.018,0.24361,0.18519,1.12913,5659.060134,3.37053847,1.01741,0.28331,0.7439,0.75448,1.15076
7/1/2011,AUS,AUD,Australia,4.56,0.922381589,4.943724001,0.35817,0.00311,0.27035,0.21067,1.1749,46173.71611,5.075130443,0.36862,-0.1294,0.18307,0.19025,0.45908
7/1/2011,BRA,BRL,Brazil,9.5,1.5416,6.162428646,0.69297,0.25039,0.58351,0.50912,1.71105,6611.034286,3.410591321,1.53863,0.61486,1.19445,1.20776,1.70642
7/1/2011,CAN,CAD,Canada,4.73,0.94585,5.000792938,0.37384,0.01469,0.28501,0.22465,1.20001,36008.07435,4.647426667,0.51183,-0.0383,0.30686,0.31479,0.61176
7/1/2011,CHE,CHF,Switzerland,6.5,0.80615,8.063015568,1.21511,0.63603,1.07188,0.97456,2.54718,43823.93344,4.976266943,1.27652,0.44812,0.96787,0.97981,1.42699
7/1/2011,CHL,CLP,Chile,1850,462.75,3.997839006,0.09831,-0.18882,0.02729,-0.02097,0.75878,11205.38329,3.603891505,0.55858,-0.00856,0.34728,0.35545,0.6616
7/1/2011,CHN,CNY,China,14.65,6.445,2.273079907,-0.37553,-0.53878,-0.41591,-0.44334,0,6472.733969,3.404772548,-0.062,-0.40332,-0.18917,-0.18425,0
7/1/2011,COL,COP,Colombia,8400,1770.5,4.74442248,0.30341,-0.03733,0.21913,0.16186,1.08722,4984.076164,3.342139555,0.99451,0.26873,0.7241,0.73456,1.12634
7/1/2011,CRI,CRC,Costa Rica,2050,504.305,4.065000347,0.11676,-0.17519,0.04455,-0.00452,0.78832,,,,,,,
7/1/2011,CZE,CZK,Czech Republic,69.32,17.0219,4.072400848,0.11879,-0.17369,0.04645,-0.00271,0.79158,19871.77891,3.9685168,0.44178,-0.08286,0.24631,0.25387,0.53708
7/1/2011,DNK,DKK,Denmark,28.5,5.19845,5.482403409,0.50615,0.11241,0.40877,0.34259,1.41188,40079.16576,4.81871159,0.59852,0.01684,0.38179,0.39018,0.70417
7/1/2011,EGY,EGP,Egypt,14.09,5.962,2.363300906,-0.35074,-0.52047,-0.39272,-0.42125,0.03969,3681.411523,3.287331939,0.01007,-0.35748,-0.12687,-0.12157,0.07683
7/1/2011,EUZ,EUR,Euro area,3.437660401,0.697520315,4.928401836,0.35396,0,0.26641,0.20692,1.16816,30239.40271,4.404718661,0.57204,0,0.35891,0.36716,0.67595
7/1/2011,GBR,GBP,Britain,2.39,0.614137444,3.891637,0.06913,-0.21037,0,-0.04697,0.71205,37886.39628,4.72645418,0.15684,-0.26412,0,0.00607,0.2333
7/1/2011,HKG,HKD,Hong Kong,15.1,7.7918,1.937934752,-0.4676,-0.60678,-0.50203,-0.52542,-0.14744,57168.96399,5.537738623,-0.50832,-0.68723,-0.57498,-0.5724,-0.47582
7/1/2011,HUN,HUF,Hungary,760,188.0724,4.040996978,0.11016,-0.18006,0.03838,-0.0104,0.77776,12662.80119,3.665210126,0.54905,-0.01462,0.33904,0.34716,0.65144
7/1/2011,IDN,IDR,Indonesia,22534,8523,2.643904728,-0.27365,-0.46354,-0.32062,-0.35253,0.16314,4144.428727,3.306812678,0.12334,-0.28542,-0.02896,-0.02306,0.19759
7/1/2011,IND,INR,India,84,44.4,1.891891892,-0.48025,-0.61612,-0.51386,-0.53669,-0.1677,2254.566123,3.227299609,-0.17637,-0.47608,-0.28803,-0.28371,-0.12193
7/1/2011,ISR,ILS,Israel,15.9,3.40335,4.671867425,0.28348,-0.05205,0.20049,0.1441,1.0553,25676.24636,4.21273086,0.55813,-0.00885,0.34688,0.35506,0.66112
7/1/2011,JPN,JPY,Japan,320,78.365,4.083455624,0.12183,-0.17144,0.04929,0,0.79644,44138.75777,4.989512693,0.14986,-0.26855,-0.00603,0,0.22587
7/1/2011,KOR,KRW,South Korea,3700,1056.2,3.503124408,-0.0376,-0.2892,-0.09983,-0.14212,0.54114,25045.69702,4.186201464,0.17574,-0.25209,0.01634,0.02251,0.25346
7/1/2011,LKA,LKR,Sri Lanka,280,109.475,2.557661567,-0.29735,-0.48104,-0.34278,-0.37365,0.1252,,,,,,,
7/1/2011,MEX,MXN,Mexico,32,11.67075,2.741897479,-0.24673,-0.44365,-0.29544,-0.32854,0.20625,12830.30499,3.672257591,0.04905,-0.33269,-0.09318,-0.08768,0.11839
7/1/2011,MYS,MYR,Malaysia,7.2,2.973,2.421796165,-0.33467,-0.5086,-0.37769,-0.40692,0.06543,13442.33749,3.69800792,-0.07988,-0.4147,-0.20462,-0.1998,-0.01906
7/1/2011,NOR,NOK,Norway,45,5.41405,8.311707502,1.28344,0.68649,1.13579,1.03546,2.65658,40751.35169,4.846992781,1.40932,0.5326,1.08267,1.09531,1.56857
7/1/2011,NZL,NZD,New Zealand,5.1,1.156069364,4.411500001,0.21195,-0.10488,0.13358,0.08033,0.94076,31811.84067,4.470876574,0.38634,-0.11813,0.19839,0.20566,0.47797
7/1/2011,PAK,PKR,Pakistan,205.13,86.345,2.375702125,-0.34733,-0.51796,-0.38954,-0.41821,0.04515,1546.922331,3.197526582,0.04389,-0.33597,-0.09764,-0.09216,0.11289
7/1/2011,PER,PEN,Peru,10,2.7375,3.652968037,0.00356,-0.25879,-0.06133,-0.10542,0.60706,4690.44394,3.32978543,0.54137,-0.01951,0.33239,0.34048,0.64325
7/1/2011,PHL,PHP,Philippines,118,42.41,2.78236265,-0.23561,-0.43544,-0.28504,-0.31863,0.22405,2826.814715,3.25137609,0.20233,-0.23518,0.03932,0.04563,0.2818
7/1/2011,POL,PLN,Poland,8.63,2.7968,3.085669336,-0.15229,-0.3739,-0.2071,-0.24435,0.35748,15174.65175,3.770892384,0.14969,-0.26866,-0.00618,-0.00015,0.22568
7/1/2011,RUS,RUB,Russia,75,27.7525,2.702459238,-0.25757,-0.45166,-0.30557,-0.33819,0.1889,14133.30367,3.727079261,0.01875,-0.35196,-0.11937,-0.11403,0.08609
7/1/2011,SAU,SAR,Saudi Arabia,10,3.7502,2.666524452,-0.26744,-0.45895,-0.31481,-0.34699,0.17309,25712.45986,4.214254488,-0.111,-0.43449,-0.23153,-0.22687,-0.05224
7/1/2011,SGP,SGD,Singapore,4.41,1.20705,3.653535479,0.00372,-0.25868,-0.06118,-0.10528,0.60731,46733.65625,5.098689065,0.00677,-0.35958,-0.12972,-0.12444,0.07332
7/1/2011,SWE,SEK,Sweden,48.4,6.3352,7.639853517,1.09886,0.55017,0.96315,0.87093,2.36101,26764.44108,4.258514983,1.5206,0.60339,1.17886,1.19208,1.6872
7/1/2011,THA,THB,Thailand,70,29.75,2.352941176,-0.35359,-0.52258,-0.39539,-0.42379,0.03513,7511.207808,3.448464741,-0.04135,-0.39019,-0.17132,-0.16629,0.02202
7/1/2011,TUR,TRY,Turkey,6.5,1.72285,3.772818295,0.03649,-0.23447,-0.03053,-0.07607,0.65978,7766.8248,3.459219433,0.53237,-0.02524,0.32462,0.33266,0.63366
7/1/2011,TWN,TWD,Taiwan,75,28.834,2.601095928,-0.28541,-0.47222,-0.33162,-0.36302,0.1443,27120.67103,4.273502812,-0.14484,-0.45602,-0.26078,-0.25629,-0.08831
7/1/2011,UKR,UAH,Ukraine,16.5,7.994,2.064048036,-0.43295,-0.58119,-0.46962,-0.49453,-0.09196,,,,,,,
7/1/2011,URY,UYU,Uruguay,90,18.45,4.87804878,0.34012,-0.01022,0.25347,0.19459,1.14601,,,,,,,
7/1/2011,USA,USD,United States,3.64,1,3.64,0,-0.26142,-0.06466,-0.1086,0.60135,47102.428,5.11420457,0,-0.36389,-0.13558,-0.13033,0.0661
7/1/2011,VEN,VEF,Venezuela,28,4.29465,6.519739676,0.79114,0.32289,0.67532,0.59662,1.86824,,,,,,,
7/1/2011,ZAF,ZAR,South Africa,19.45,6.76885,2.873457087,-0.21059,-0.41696,-0.26163,-0.29632,0.26412,10323.57281,3.566790682,0.13189,-0.27999,-0.02157,-0.01563,0.2067
1/1/2012,ARE,AED,UAE,12,3.673,3.267084127,-0.1425,-0.26263,-0.1455,-0.21467,0.33982,,,,,,,
1/1/2012,ARG,ARS,Argentina,20,4.3135,4.636606004,0.21696,0.04647,0.21269,0.11452,0.90146,7760.967143,3.138499125,0.79092,0.33885,0.65339,0.62197,0.89654
1/1/2012,AUS,AUD,Australia,4.8,0.972337012,4.93656,0.29569,0.11417,0.29115,0.18663,1.02447,48848.85217,4.628249508,0.29302,-0.03337,0.19372,0.17104,0.36928
1/1/2012,BRA,BRL,Brazil,10.25,1.805,5.67867036,0.49046,0.28166,0.48524,0.36501,1.32881,7416.702117,3.126016883,1.20218,0.6463,1.03307,0.99444,1.33206
1/1/2012,CAN,CAD,Canada,4.73,1.02095,4.632939909,0.21599,0.04564,0.21173,0.11364,0.89996,39517.58018,4.289919463,0.3092,-0.02128,0.20866,0.1857,0.38641
1/1/2012,CHE,CHF,Switzerland,6.5,0.9551,6.805570097,0.78624,0.536,0.77998,0.63589,1.79095,46976.97879,4.560379768,0.80909,0.35243,0.67017,0.63843,0.91579
1/1/2012,CHL,CLP,Chile,2050,506.05,4.050983104,0.06325,-0.0857,0.05953,-0.02624,0.6613,12065.49458,3.294571198,0.49059,0.11433,0.37613,0.34998,0.5785
1/1/2012,CHN,CNY,China,15.4,6.3155,2.438445095,-0.35999,-0.44965,-0.36223,-0.41386,0,7537.067928,3.130381065,-0.05569,-0.29406,-0.12821,-0.14477,0
1/1/2012,COL,COP,Colombia,8400,1852.15,4.535269822,0.19036,0.0236,0.18619,0.09017,0.8599,5597.422842,3.060054081,0.79668,0.34316,0.65871,0.6272,0.90265
1/1/2012,CRI,CRC,Costa Rica,2050,509.54,4.023236645,0.05597,-0.09196,0.05227,-0.03291,0.64992,,,,,,,
1/1/2012,CZE,CZK,Czech Republic,70.22,20.36535,3.448013415,-0.09501,-0.22179,-0.09818,-0.17118,0.41402,20915.52814,3.615452667,0.15612,-0.13571,0.06734,0.04706,0.22431
1/1/2012,DNK,DKK,Denmark,31.5,5.86135,5.37418854,0.41055,0.21294,0.40561,0.29182,1.20394,39617.78994,4.293552834,0.51738,0.13435,0.40085,0.37424,0.60687
1/1/2012,EGY,EGP,Egypt,15.5,6.037,2.567500414,-0.32612,-0.42052,-0.32848,-0.38284,0.05293,3962.607952,3.000779526,0.03723,-0.22459,-0.04242,-0.06062,0.0984
1/1/2012,EUZ,EUR,Euro area,3.49245637,0.788239467,4.430704775,0.16291,0,0.15884,0.06503,0.81702,31945.37394,4.015369017,0.33766,0,0.23493,0.21147,0.41655
1/1/2012,GBR,GBP,Britain,2.49,0.651253663,3.823395002,0.00352,-0.13707,0,-0.08095,0.56796,39217.33376,4.279033231,0.08318,-0.19024,0,-0.019,0.14706
1/1/2012,HKG,HKD,Hong Kong,16.5,7.76735,2.124276619,-0.44245,-0.52056,-0.4444,-0.48938,-0.12884,58162.98802,4.965958238,-0.48143,-0.61233,-0.52125,-0.53035,-0.45085
1/1/2012,HUN,HUF,Hungary,645,245.69425,2.625214062,-0.31097,-0.4075,-0.31338,-0.36896,0.07659,16212.68276,3.444938519,-0.07619,-0.30939,-0.14714,-0.16334,-0.02171
1/1/2012,IDN,IDR,Indonesia,22534,9160,2.460043668,-0.35432,-0.44477,-0.35658,-0.40867,0.00886,4883.716159,3.03417675,-0.01712,-0.26522,-0.0926,-0.10984,0.04085
1/1/2012,IND,INR,India,84,51.905,1.6183412,-0.57524,-0.63474,-0.57673,-0.61099,-0.33632,2791.181235,2.95830634,-0.33683,-0.50423,-0.38776,-0.39939,-0.29772
1/1/2012,ISR,ILS,Israel,15.9,3.8485,4.131479797,0.08438,-0.06753,0.08058,-0.0069,0.69431,28177.92348,3.878770096,0.29125,-0.0347,0.19209,0.16944,0.3674
1/1/2012,JPN,JPY,Japan,320,76.92,4.160166407,0.09191,-0.06106,0.08808,0,0.70607,47172.73526,4.567477439,0.10416,-0.17456,0.01937,0,0.16928
1/1/2012,KOR,KRW,South Korea,3700,1158.75,3.193096009,-0.16192,-0.27933,-0.16485,-0.23246,0.30948,28665.05163,3.896432221,-0.00656,-0.25733,-0.08285,-0.10027,0.05203
1/1/2012,LKA,LKR,Sri Lanka,290,113.93,2.545422628,-0.33191,-0.4255,-0.33425,-0.38814,0.04387,,,,,,,
1/1/2012,MEX,MXN,Mexico,37,13.6844,2.703808716,-0.29034,-0.38976,-0.29283,-0.35007,0.10882,12533.90796,3.31155477,-0.01021,-0.26006,-0.08622,-0.10358,0.04816
1/1/2012,MYS,MYR,Malaysia,7.35,3.13955,2.341099839,-0.38554,-0.47162,-0.38769,-0.43726,-0.03992,15105.80817,3.404805842,-0.16646,-0.37687,-0.23047,-0.24509,-0.1173
1/1/2012,NOR,NOK,Norway,41,6.0399,6.788191857,0.78168,0.53208,0.77544,0.63171,1.78382,49327.5787,4.64560701,0.77137,0.32423,0.63534,0.60427,0.87584
1/1/2012,NZL,NZD,New Zealand,5.1,1.26000126,4.047615,0.06237,-0.08646,0.05864,-0.02705,0.65992,34585.75162,4.111102922,0.19354,-0.10774,0.10189,0.08095,0.26394
1/1/2012,PAK,PKR,Pakistan,260,90.05,2.887284842,-0.24218,-0.34835,-0.24484,-0.30597,0.18407,1399.351014,2.907841839,0.20369,-0.10015,0.11126,0.09015,0.27469
1/1/2012,PER,PEN,Peru,10,2.6925,3.714020427,-0.02519,-0.16175,-0.02861,-0.10724,0.52311,5597.976612,3.06007416,0.47133,0.09993,0.35834,0.33253,0.5581
1/1/2012,PHL,PHP,Philippines,118,44.005,2.681513464,-0.29619,-0.39479,-0.29866,-0.35543,0.09968,3258.436212,2.97524791,0.09258,-0.18321,0.00868,-0.01048,0.15702
