year,period,value_type,mean_temp_c,baseline_1961_1990,baseline_1991_2020
1919,Autumn,Seasonal,7,9.05,9.71
1919,Annual,Annual,7.42,8.31,9.14
1920,January,Monthly,3.8,3.02,3.92
1920,February,Monthly,5,2.96,4.13
1920,March,Monthly,5.8,4.67,5.7
1920,April,Monthly,6.8,6.73,7.87
1920,May,Monthly,10.2,9.75,10.64
1920,June,Monthly,12.9,12.66,13.33
1920,July,Monthly,12.9,14.4,15.29
1920,August,Monthly,12.5,14.24,15.11
1920,September,Monthly,11.8,12.2,12.93
1920,October,Monthly,9.7,9.43,9.73
1920,November,Monthly,6.4,5.51,6.48
1920,December,Monthly,3.4,3.83,4.2
1920,Winter,Seasonal,4.31,3.27,4.08
1920,Spring,Seasonal,7.64,7.05,8.07
1920,Summer,Seasonal,12.77,13.78,14.59
1920,Autumn,Seasonal,9.29,9.05,9.71
1920,Annual,Annual,8.45,8.31,9.14
1921,January,Monthly,5.7,3.02,3.92
1921,February,Monthly,4.2,2.96,4.13
1921,March,Monthly,5.8,4.67,5.7
1921,April,Monthly,7.3,6.73,7.87
1921,May,Monthly,10,9.75,10.64
1921,June,Monthly,13,12.66,13.33
1921,July,Monthly,16.2,14.4,15.29
1921,August,Monthly,13.8,14.24,15.11
1921,September,Monthly,12.8,12.2,12.93
1921,October,Monthly,11.6,9.43,9.73
1921,November,Monthly,4.4,5.51,6.48
1921,December,Monthly,5.7,3.83,4.2
1921,Winter,Seasonal,4.47,3.27,4.08
1921,Spring,Seasonal,7.69,7.05,8.07
1921,Summer,Seasonal,14.34,13.78,14.59
1921,Autumn,Seasonal,9.6,9.05,9.71
1921,Annual,Annual,9.24,8.31,9.14
1922,January,Monthly,2.9,3.02,3.92
1922,February,Monthly,3.6,2.96,4.13
1922,March,Monthly,4,4.67,5.7
1922,April,Monthly,4.6,6.73,7.87
1922,May,Monthly,10.8,9.75,10.64
1922,June,Monthly,12.2,12.66,13.33
1922,July,Monthly,12.3,14.4,15.29
1922,August,Monthly,12.3,14.24,15.11
1922,September,Monthly,11,12.2,12.93
1922,October,Monthly,7.6,9.43,9.73
1922,November,Monthly,5.3,5.51,6.48
1922,December,Monthly,4.8,3.83,4.2
1922,Winter,Seasonal,4.08,3.27,4.08
1922,Spring,Seasonal,6.49,7.05,8.07
1922,Summer,Seasonal,12.23,13.78,14.59
1922,Autumn,Seasonal,7.94,9.05,9.71
1922,Annual,Annual,7.63,8.31,9.14
1923,January,Monthly,4.9,3.02,3.92
1923,February,Monthly,4.5,2.96,4.13
1923,March,Monthly,5.6,4.67,5.7
1923,April,Monthly,6.3,6.73,7.87
1923,May,Monthly,8,9.75,10.64
1923,June,Monthly,11.2,12.66,13.33
1923,July,Monthly,15.6,14.4,15.29
1923,August,Monthly,13.6,14.24,15.11
1923,September,Monthly,11.1,12.2,12.93
1923,October,Monthly,8.6,9.43,9.73
1923,November,Monthly,2.7,5.51,6.48
1923,December,Monthly,3,3.83,4.2
1923,Winter,Seasonal,4.73,3.27,4.08
1923,Spring,Seasonal,6.64,7.05,8.07
1923,Summer,Seasonal,13.52,13.78,14.59
1923,Autumn,Seasonal,7.48,9.05,9.71
1923,Annual,Annual,7.96,8.31,9.14
1924,January,Monthly,3.8,3.02,3.92
1924,February,Monthly,2.8,2.96,4.13
1924,March,Monthly,3.1,4.67,5.7
1924,April,Monthly,6,6.73,7.87
1924,May,Monthly,9.7,9.75,10.64
1924,June,Monthly,12.3,12.66,13.33
1924,July,Monthly,13.8,14.4,15.29
1924,August,Monthly,13,14.24,15.11
1924,September,Monthly,11.9,12.2,12.93
1924,October,Monthly,9.1,9.43,9.73
1924,November,Monthly,6.4,5.51,6.48
1924,December,Monthly,6,3.83,4.2
1924,Winter,Seasonal,3.23,3.27,4.08
1924,Spring,Seasonal,6.28,7.05,8.07
1924,Summer,Seasonal,13.08,13.78,14.59
1924,Autumn,Seasonal,9.11,9.05,9.71
1924,Annual,Annual,8.19,8.31,9.14
1925,January,Monthly,4.5,3.02,3.92
1925,February,Monthly,3.9,2.96,4.13
1925,March,Monthly,4.1,4.67,5.7
1925,April,Monthly,6.3,6.73,7.87
1925,May,Monthly,10.1,9.75,10.64
1925,June,Monthly,13.4,12.66,13.33
1925,July,Monthly,15.3,14.4,15.29
1925,August,Monthly,14.2,14.24,15.11
1925,September,Monthly,10.4,12.2,12.93
1925,October,Monthly,9.4,9.43,9.73
1925,November,Monthly,3.3,5.51,6.48
1925,December,Monthly,2,3.83,4.2
1925,Winter,Seasonal,4.85,3.27,4.08
1925,Spring,Seasonal,6.84,7.05,8.07
1925,Summer,Seasonal,14.33,13.78,14.59
1925,Autumn,Seasonal,7.73,9.05,9.71
1925,Annual,Annual,8.12,8.31,9.14
1926,January,Monthly,3.8,3.02,3.92
1926,February,Monthly,5.5,2.96,4.13
1926,March,Monthly,5.4,4.67,5.7
1926,April,Monthly,8.1,6.73,7.87
1926,May,Monthly,8.9,9.75,10.64
1926,June,Monthly,12.3,12.66,13.33
1926,July,Monthly,15.4,14.4,15.29
1926,August,Monthly,14.9,14.24,15.11
1926,September,Monthly,13,12.2,12.93
1926,October,Monthly,6.9,9.43,9.73
1926,November,Monthly,5,5.51,6.48
1926,December,Monthly,3.8,3.83,4.2
1926,Winter,Seasonal,3.72,3.27,4.08
1926,Spring,Seasonal,7.45,7.05,8.07
1926,Summer,Seasonal,14.17,13.78,14.59
1926,Autumn,Seasonal,8.29,9.05,9.71
1926,Annual,Annual,8.58,8.31,9.14
1927,January,Monthly,3.7,3.02,3.92
1927,February,Monthly,3.7,2.96,4.13
1927,March,Monthly,6.1,4.67,5.7
1927,April,Monthly,6.7,6.73,7.87
1927,May,Monthly,9.4,9.75,10.64
1927,June,Monthly,10.8,12.66,13.33
1927,July,Monthly,14.5,14.4,15.29
1927,August,Monthly,14.4,14.24,15.11
1927,September,Monthly,11.2,12.2,12.93
1927,October,Monthly,9.3,9.43,9.73
1927,November,Monthly,5.2,5.51,6.48
1927,December,Monthly,1.5,3.83,4.2
1927,Winter,Seasonal,3.72,3.27,4.08
1927,Spring,Seasonal,7.4,7.05,8.07
1927,Summer,Seasonal,13.26,13.78,14.59
1927,Autumn,Seasonal,8.57,9.05,9.71
1927,Annual,Annual,8.06,8.31,9.14
1928,January,Monthly,4.2,3.02,3.92
1928,February,Monthly,4.8,2.96,4.13
1928,March,Monthly,4.9,4.67,5.7
1928,April,Monthly,7.1,6.73,7.87
1928,May,Monthly,9.6,9.75,10.64
1928,June,Monthly,11.2,12.66,13.33
1928,July,Monthly,14.3,14.4,15.29
1928,August,Monthly,13.9,14.24,15.11
1928,September,Monthly,11.5,12.2,12.93
1928,October,Monthly,9,9.43,9.73
1928,November,Monthly,6.6,5.51,6.48
1928,December,Monthly,3.1,3.83,4.2
1928,Winter,Seasonal,3.44,3.27,4.08
1928,Spring,Seasonal,7.16,7.05,8.07
1928,Summer,Seasonal,13.18,13.78,14.59
1928,Autumn,Seasonal,9.04,9.05,9.71
1928,Annual,Annual,8.35,8.31,9.14
1929,January,Monthly,1,3.02,3.92
1929,February,Monthly,0.3,2.96,4.13
1929,March,Monthly,5.6,4.67,5.7
1929,April,Monthly,5.6,6.73,7.87
1929,May,Monthly,9.9,9.75,10.64
1929,June,Monthly,11.8,12.66,13.33
1929,July,Monthly,14.4,14.4,15.29
1929,August,Monthly,13.8,14.24,15.11
1929,September,Monthly,13.9,12.2,12.93
1929,October,Monthly,8.4,9.43,9.73
1929,November,Monthly,5.7,5.51,6.48
1929,December,Monthly,4.7,3.83,4.2
1929,Winter,Seasonal,1.5,3.27,4.08
1929,Spring,Seasonal,7.06,7.05,8.07
1929,Summer,Seasonal,13.35,13.78,14.59
1929,Autumn,Seasonal,9.31,9.05,9.71
1929,Annual,Annual,7.98,8.31,9.14
1930,January,Monthly,4.2,3.02,3.92
1930,February,Monthly,1.7,2.96,4.13
1930,March,Monthly,4,4.67,5.7
1930,April,Monthly,7.1,6.73,7.87
1930,May,Monthly,9.5,9.75,10.64
1930,June,Monthly,13.6,12.66,13.33
1930,July,Monthly,14,14.4,15.29
1930,August,Monthly,14.3,14.24,15.11
1930,September,Monthly,12.4,12.2,12.93
1930,October,Monthly,9.3,9.43,9.73
1930,November,Monthly,5.1,5.51,6.48
1930,December,Monthly,3.8,3.83,4.2
1930,Winter,Seasonal,3.62,3.27,4.08
1930,Spring,Seasonal,6.87,7.05,8.07
1930,Summer,Seasonal,13.98,13.78,14.59
1930,Autumn,Seasonal,8.91,9.05,9.71
1930,Annual,Annual,8.29,8.31,9.14
1931,January,Monthly,2.6,3.02,3.92
1931,February,Monthly,2.9,2.96,4.13
1931,March,Monthly,3,4.67,5.7
1931,April,Monthly,6.6,6.73,7.87
1931,May,Monthly,9.9,9.75,10.64
1931,June,Monthly,12.5,12.66,13.33
1931,July,Monthly,14,14.4,15.29
1931,August,Monthly,13.1,14.24,15.11
1931,September,Monthly,10.7,12.2,12.93
1931,October,Monthly,8.1,9.43,9.73
1931,November,Monthly,6.8,5.51,6.48
1931,December,Monthly,5,3.83,4.2
1931,Winter,Seasonal,3.11,3.27,4.08
1931,Spring,Seasonal,6.52,7.05,8.07
1931,Summer,Seasonal,13.22,13.78,14.59
1931,Autumn,Seasonal,8.56,9.05,9.71
1931,Annual,Annual,7.98,8.31,9.14
1932,January,Monthly,5.4,3.02,3.92
1932,February,Monthly,3.1,2.96,4.13
1932,March,Monthly,4.1,4.67,5.7
1932,April,Monthly,5.6,6.73,7.87
1932,May,Monthly,9.1,9.75,10.64
1932,June,Monthly,12.7,12.66,13.33
1932,July,Monthly,14.6,14.4,15.29
1932,August,Monthly,15.4,14.24,15.11
1932,September,Monthly,11.7,12.2,12.93
1932,October,Monthly,7.7,9.43,9.73
1932,November,Monthly,5.7,5.51,6.48
1932,December,Monthly,4.8,3.83,4.2
1932,Winter,Seasonal,4.54,3.27,4.08
1932,Spring,Seasonal,6.26,7.05,8.07
1932,Summer,Seasonal,14.24,13.78,14.59
1932,Autumn,Seasonal,8.36,9.05,9.71
1932,Annual,Annual,8.35,8.31,9.14
1933,January,Monthly,1.9,3.02,3.92
1933,February,Monthly,3.2,2.96,4.13
1933,March,Monthly,6.3,4.67,5.7
1933,April,Monthly,7.9,6.73,7.87
1933,May,Monthly,10.5,9.75,10.64
1933,June,Monthly,14,12.66,13.33
1933,July,Monthly,16.3,14.4,15.29
1933,August,Monthly,15.9,14.24,15.11
1933,September,Monthly,13.6,12.2,12.93
1933,October,Monthly,9.2,9.43,9.73
1933,November,Monthly,5,5.51,6.48
1933,December,Monthly,1.8,3.83,4.2
1933,Winter,Seasonal,3.32,3.27,4.08
1933,Spring,Seasonal,8.22,7.05,8.07
1933,Summer,Seasonal,15.38,13.78,14.59
1933,Autumn,Seasonal,9.27,9.05,9.71
1933,Annual,Annual,8.82,8.31,9.14
1934,January,Monthly,3.9,3.02,3.92
1934,February,Monthly,3.8,2.96,4.13
1934,March,Monthly,4,4.67,5.7
1934,April,Monthly,6.5,6.73,7.87
1934,May,Monthly,9.8,9.75,10.64
1934,June,Monthly,13.4,12.66,13.33
1934,July,Monthly,16.3,14.4,15.29
1934,August,Monthly,13.9,14.24,15.11
1934,September,Monthly,13,12.2,12.93
1934,October,Monthly,9.1,9.43,9.73
1934,November,Monthly,5.3,5.51,6.48
1934,December,Monthly,6.8,3.83,4.2
1934,Winter,Seasonal,3.17,3.27,4.08
1934,Spring,Seasonal,6.77,7.05,8.07
1934,Summer,Seasonal,14.57,13.78,14.59
1934,Autumn,Seasonal,9.15,9.05,9.71
1934,Annual,Annual,8.87,8.31,9.14
1935,January,Monthly,4,3.02,3.92
1935,February,Monthly,4.6,2.96,4.13
1935,March,Monthly,5.7,4.67,5.7
1935,April,Monthly,6.8,6.73,7.87
1935,May,Monthly,9,9.75,10.64
1935,June,Monthly,13.2,12.66,13.33
1935,July,Monthly,15.4,14.4,15.29
1935,August,Monthly,15.1,14.24,15.11
1935,September,Monthly,12.1,12.2,12.93
1935,October,Monthly,8.3,9.43,9.73
1935,November,Monthly,5.6,5.51,6.48
1935,December,Monthly,2.1,3.83,4.2
1935,Winter,Seasonal,5.15,3.27,4.08
1935,Spring,Seasonal,7.15,7.05,8.07
1935,Summer,Seasonal,14.61,13.78,14.59
1935,Autumn,Seasonal,8.69,9.05,9.71
1935,Annual,Annual,8.52,8.31,9.14
1936,January,Monthly,2.6,3.02,3.92
1936,February,Monthly,1.9,2.96,4.13
1936,March,Monthly,5.8,4.67,5.7
1936,April,Monthly,5.4,6.73,7.87
1936,May,Monthly,10.1,9.75,10.64
1936,June,Monthly,13.2,12.66,13.33
1936,July,Monthly,14.1,14.4,15.29
1936,August,Monthly,14.8,14.24,15.11
1936,September,Monthly,13.1,12.2,12.93
1936,October,Monthly,8.5,9.43,9.73
1936,November,Monthly,4.9,5.51,6.48
1936,December,Monthly,4.5,3.83,4.2
1936,Winter,Seasonal,2.21,3.27,4.08
1936,Spring,Seasonal,7.12,7.05,8.07
1936,Summer,Seasonal,14.01,13.78,14.59
1936,Autumn,Seasonal,8.84,9.05,9.71
1936,Annual,Annual,8.26,8.31,9.14
1937,January,Monthly,4.2,3.02,3.92
1937,February,Monthly,4,2.96,4.13
1937,March,Monthly,2.4,4.67,5.7
1937,April,Monthly,7.9,6.73,7.87
1937,May,Monthly,10.7,9.75,10.64
1937,June,Monthly,12.6,12.66,13.33
1937,July,Monthly,14.5,14.4,15.29
1937,August,Monthly,15.2,14.24,15.11
1937,September,Monthly,12,12.2,12.93
1937,October,Monthly,9.2,9.43,9.73
1937,November,Monthly,4.9,5.51,6.48
1937,December,Monthly,2.2,3.83,4.2
1937,Winter,Seasonal,4.25,3.27,4.08
1937,Spring,Seasonal,6.98,7.05,8.07
1937,Summer,Seasonal,14.1,13.78,14.59
1937,Autumn,Seasonal,8.69,9.05,9.71
1937,Annual,Annual,8.33,8.31,9.14
1938,January,Monthly,4.7,3.02,3.92
1938,February,Monthly,4.1,2.96,4.13
1938,March,Monthly,8,4.67,5.7
1938,April,Monthly,6.8,6.73,7.87
1938,May,Monthly,9.3,9.75,10.64
1938,June,Monthly,12.6,12.66,13.33
1938,July,Monthly,13.6,14.4,15.29
1938,August,Monthly,14.5,14.24,15.11
1938,September,Monthly,12.5,12.2,12.93
1938,October,Monthly,9.3,9.43,9.73
1938,November,Monthly,7.8,5.51,6.48
1938,December,Monthly,3.5,3.83,4.2
1938,Winter,Seasonal,3.63,3.27,4.08
1938,Spring,Seasonal,8.04,7.05,8.07
1938,Summer,Seasonal,13.59,13.78,14.59
1938,Autumn,Seasonal,9.86,9.05,9.71
1938,Annual,Annual,8.92,8.31,9.14
1939,January,Monthly,3,3.02,3.92
1939,February,Monthly,4.8,2.96,4.13
1939,March,Monthly,5,4.67,5.7
1939,April,Monthly,7.3,6.73,7.87
1939,May,Monthly,10.1,9.75,10.64
1939,June,Monthly,12.9,12.66,13.33
1939,July,Monthly,13.9,14.4,15.29
1939,August,Monthly,15,14.24,15.11
1939,September,Monthly,13,12.2,12.93
1939,October,Monthly,7.5,9.43,9.73
1939,November,Monthly,7.2,5.51,6.48
1939,December,Monthly,2.8,3.83,4.2
1939,Winter,Seasonal,3.73,3.27,4.08
1939,Spring,Seasonal,7.5,7.05,8.07
1939,Summer,Seasonal,13.95,13.78,14.59
1939,Autumn,Seasonal,9.22,9.05,9.71
1939,Annual,Annual,8.57,8.31,9.14
1940,January,Monthly,-1.1,3.02,3.92
1940,February,Monthly,2,2.96,4.13
1940,March,Monthly,4.8,4.67,5.7
1940,April,Monthly,7.2,6.73,7.87
1940,May,Monthly,11.2,9.75,10.64
1940,June,Monthly,14.9,12.66,13.33
1940,July,Monthly,13.6,14.4,15.29
1940,August,Monthly,14.1,14.24,15.11
1940,September,Monthly,11.4,12.2,12.93
1940,October,Monthly,8.7,9.43,9.73
1940,November,Monthly,5.8,5.51,6.48
1940,December,Monthly,3.3,3.83,4.2
1940,Winter,Seasonal,1.22,3.27,4.08
1940,Spring,Seasonal,7.77,7.05,8.07
1940,Summer,Seasonal,14.18,13.78,14.59
1940,Autumn,Seasonal,8.64,9.05,9.71
1940,Annual,Annual,8.01,8.31,9.14
1941,January,Monthly,-0.2,3.02,3.92
1941,February,Monthly,2.3,2.96,4.13
1941,March,Monthly,3.9,4.67,5.7
1941,April,Monthly,5.5,6.73,7.87
1941,May,Monthly,8.2,9.75,10.64
1941,June,Monthly,13.3,12.66,13.33
1941,July,Monthly,15.4,14.4,15.29
1941,August,Monthly,13.4,14.24,15.11
1941,September,Monthly,13.5,12.2,12.93
1941,October,Monthly,9.3,9.43,9.73
1941,November,Monthly,5.6,5.51,6.48
1941,December,Monthly,4.9,3.83,4.2
1941,Winter,Seasonal,1.78,3.27,4.08
1941,Spring,Seasonal,5.85,7.05,8.07
1941,Summer,Seasonal,14.05,13.78,14.59
1941,Autumn,Seasonal,9.5,9.05,9.71
1941,Annual,Annual,7.96,8.31,9.14
1942,January,Monthly,1,3.02,3.92
1942,February,Monthly,0.1,2.96,4.13
1942,March,Monthly,4,4.67,5.7
1942,April,Monthly,7.8,6.73,7.87
1942,May,Monthly,9.6,9.75,10.64
1942,June,Monthly,12.6,12.66,13.33
1942,July,Monthly,14,14.4,15.29
1942,August,Monthly,14.8,14.24,15.11
1942,September,Monthly,12.2,12.2,12.93
1942,October,Monthly,9.3,9.43,9.73
1942,November,Monthly,4.7,5.51,6.48
1942,December,Monthly,5.7,3.83,4.2
1942,Winter,Seasonal,2.04,3.27,4.08
1942,Spring,Seasonal,7.15,7.05,8.07
1942,Summer,Seasonal,13.81,13.78,14.59
1942,Autumn,Seasonal,8.72,9.05,9.71
1942,Annual,Annual,8.03,8.31,9.14
1943,January,Monthly,3.9,3.02,3.92
1943,February,Monthly,5.2,2.96,4.13
1943,March,Monthly,5.9,4.67,5.7
1943,April,Monthly,9.1,6.73,7.87
1943,May,Monthly,10.3,9.75,10.64
1943,June,Monthly,12.9,12.66,13.33
1943,July,Monthly,14.6,14.4,15.29
1943,August,Monthly,14,14.24,15.11
1943,September,Monthly,11.8,12.2,12.93
1943,October,Monthly,9.8,9.43,9.73
1943,November,Monthly,5.5,5.51,6.48
1943,December,Monthly,3.4,3.83,4.2
1943,Winter,Seasonal,4.92,3.27,4.08
1943,Spring,Seasonal,8.44,7.05,8.07
1943,Summer,Seasonal,13.84,13.78,14.59
1943,Autumn,Seasonal,9.03,9.05,9.71
1943,Annual,Annual,8.88,8.31,9.14
1944,January,Monthly,5.1,3.02,3.92
1944,February,Monthly,2.9,2.96,4.13
1944,March,Monthly,4.5,4.67,5.7
1944,April,Monthly,8.7,6.73,7.87
1944,May,Monthly,9.8,9.75,10.64
1944,June,Monthly,12.1,12.66,13.33
1944,July,Monthly,14.9,14.4,15.29
1944,August,Monthly,15.4,14.24,15.11
1944,September,Monthly,11.2,12.2,12.93
1944,October,Monthly,8.2,9.43,9.73
1944,November,Monthly,5,5.51,6.48
1944,December,Monthly,3.2,3.83,4.2
1944,Winter,Seasonal,3.82,3.27,4.08
1944,Spring,Seasonal,7.65,7.05,8.07
1944,Summer,Seasonal,14.16,13.78,14.59
1944,Autumn,Seasonal,8.14,9.05,9.71
1944,Annual,Annual,8.44,8.31,9.14
1945,January,Monthly,-0.2,3.02,3.92
1945,February,Monthly,5.9,2.96,4.13
1945,March,Monthly,7.2,4.67,5.7
1945,April,Monthly,8.6,6.73,7.87
1945,May,Monthly,10.5,9.75,10.64
1945,June,Monthly,12.9,12.66,13.33
1945,July,Monthly,15.2,14.4,15.29
1945,August,Monthly,14.5,14.24,15.11
1945,September,Monthly,13.1,12.2,12.93
1945,October,Monthly,10.6,9.43,9.73
1945,November,Monthly,6.7,5.51,6.48
1945,December,Monthly,4.5,3.83,4.2
1945,Winter,Seasonal,2.87,3.27,4.08
1945,Spring,Seasonal,8.75,7.05,8.07
1945,Summer,Seasonal,14.23,13.78,14.59
1945,Autumn,Seasonal,10.13,9.05,9.71
1945,Annual,Annual,9.13,8.31,9.14
1946,January,Monthly,2.5,3.02,3.92
1946,February,Monthly,4.8,2.96,4.13
1946,March,Monthly,4.5,4.67,5.7
1946,April,Monthly,8.5,6.73,7.87
1946,May,Monthly,9.5,9.75,10.64
1946,June,Monthly,11.8,12.66,13.33
1946,July,Monthly,14.5,14.4,15.29
1946,August,Monthly,13.2,14.24,15.11
1946,September,Monthly,12.6,12.2,12.93
1946,October,Monthly,8.7,9.43,9.73
1946,November,Monthly,6.9,5.51,6.48
1946,December,Monthly,2.6,3.83,4.2
1946,Winter,Seasonal,3.92,3.27,4.08
1946,Spring,Seasonal,7.47,7.05,8.07
1946,Summer,Seasonal,13.17,13.78,14.59
1946,Autumn,Seasonal,9.4,9.05,9.71
1946,Annual,Annual,8.35,8.31,9.14
1947,January,Monthly,1.8,3.02,3.92
1947,February,Monthly,-2.1,2.96,4.13
1947,March,Monthly,2.1,4.67,5.7
1947,April,Monthly,7.2,6.73,7.87
1947,May,Monthly,11.4,9.75,10.64
1947,June,Monthly,13.7,12.66,13.33
1947,July,Monthly,15.2,14.4,15.29
1947,August,Monthly,17,14.24,15.11
1947,September,Monthly,13.3,12.2,12.93
1947,October,Monthly,9.9,9.43,9.73
1947,November,Monthly,6,5.51,6.48
1947,December,Monthly,4.3,3.83,4.2
1947,Winter,Seasonal,0.84,3.27,4.08
1947,Spring,Seasonal,6.9,7.05,8.07
1947,Summer,Seasonal,15.29,13.78,14.59
1947,Autumn,Seasonal,9.72,9.05,9.71
1947,Annual,Annual,8.37,8.31,9.14
1948,January,Monthly,3.7,3.02,3.92
1948,February,Monthly,3.8,2.96,4.13
1948,March,Monthly,7.3,4.67,5.7
1948,April,Monthly,7.8,6.73,7.87
1948,May,Monthly,9.9,9.75,10.64
1948,June,Monthly,12.2,12.66,13.33
1948,July,Monthly,14.2,14.4,15.29
1948,August,Monthly,13.5,14.24,15.11
1948,September,Monthly,12.4,12.2,12.93
1948,October,Monthly,9,9.43,9.73
1948,November,Monthly,6.7,5.51,6.48
1948,December,Monthly,4.9,3.83,4.2
1948,Winter,Seasonal,3.97,3.27,4.08
1948,Spring,Seasonal,8.32,7.05,8.07
1948,Summer,Seasonal,13.34,13.78,14.59
1948,Autumn,Seasonal,9.35,9.05,9.71
1948,Annual,Annual,8.81,8.31,9.14
1949,January,Monthly,4.5,3.02,3.92
1949,February,Monthly,4.8,2.96,4.13
1949,March,Monthly,4.3,4.67,5.7
1949,April,Monthly,8.6,6.73,7.87
1949,May,Monthly,9.7,9.75,10.64
1949,June,Monthly,13.4,12.66,13.33
1949,July,Monthly,15.6,14.4,15.29
1949,August,Monthly,15.2,14.24,15.11
1949,September,Monthly,14.6,12.2,12.93
1949,October,Monthly,10.6,9.43,9.73
1949,November,Monthly,5.9,5.51,6.48
1949,December,Monthly,4.7,3.83,4.2
1949,Winter,Seasonal,4.74,3.27,4.08
1949,Spring,Seasonal,7.55,7.05,8.07
1949,Summer,Seasonal,14.71,13.78,14.59
1949,Autumn,Seasonal,10.37,9.05,9.71
1949,Annual,Annual,9.34,8.31,9.14
1950,January,Monthly,3.8,3.02,3.92
1950,February,Monthly,4,2.96,4.13
1950,March,Monthly,6.5,4.67,5.7
1950,April,Monthly,6.3,6.73,7.87
1950,May,Monthly,9.9,9.75,10.64
1950,June,Monthly,14.3,12.66,13.33
1950,July,Monthly,14.6,14.4,15.29
1950,August,Monthly,14.2,14.24,15.11
1950,September,Monthly,11.6,12.2,12.93
1950,October,Monthly,8.7,9.43,9.73
1950,November,Monthly,4.7,5.51,6.48
1950,December,Monthly,0.6,3.83,4.2
1950,Winter,Seasonal,4.16,3.27,4.08
1950,Spring,Seasonal,7.6,7.05,8.07
1950,Summer,Seasonal,14.38,13.78,14.59
1950,Autumn,Seasonal,8.33,9.05,9.71
1950,Annual,Annual,8.3,8.31,9.14
1951,January,Monthly,2.9,3.02,3.92
1951,February,Monthly,2.6,2.96,4.13
1951,March,Monthly,3.2,4.67,5.7
1951,April,Monthly,5.5,6.73,7.87
1951,May,Monthly,8.7,9.75,10.64
1951,June,Monthly,12.2,12.66,13.33
1951,July,Monthly,14.7,14.4,15.29
1951,August,Monthly,13.5,14.24,15.11
1951,September,Monthly,12.8,12.2,12.93
1951,October,Monthly,9.2,9.43,9.73
1951,November,Monthly,7.2,5.51,6.48
1951,December,Monthly,4.6,3.83,4.2
1951,Winter,Seasonal,2,3.27,4.08
1951,Spring,Seasonal,5.78,7.05,8.07
1951,Summer,Seasonal,13.49,13.78,14.59
1951,Autumn,Seasonal,9.72,9.05,9.71
1951,Annual,Annual,8.11,8.31,9.14
1952,January,Monthly,1.6,3.02,3.92
1952,February,Monthly,2.7,2.96,4.13
1952,March,Monthly,5.5,4.67,5.7
1952,April,Monthly,8.3,6.73,7.87
1952,May,Monthly,11.6,9.75,10.64
1952,June,Monthly,12.5,12.66,13.33
1952,July,Monthly,15,14.4,15.29
1952,August,Monthly,14.4,14.24,15.11
1952,September,Monthly,9.9,12.2,12.93
1952,October,Monthly,8,9.43,9.73
1952,November,Monthly,3.4,5.51,6.48
1952,December,Monthly,2.6,3.83,4.2
1952,Winter,Seasonal,3.01,3.27,4.08
1952,Spring,Seasonal,8.47,7.05,8.07
1952,Summer,Seasonal,14,13.78,14.59
1952,Autumn,Seasonal,7.12,9.05,9.71
1952,Annual,Annual,7.99,8.31,9.14
1953,January,Monthly,3.2,3.02,3.92
1953,February,Monthly,3.8,2.96,4.13
1953,March,Monthly,5.1,4.67,5.7
1953,April,Monthly,6.1,6.73,7.87
1953,May,Monthly,11.2,9.75,10.64
1953,June,Monthly,12.9,12.66,13.33
1953,July,Monthly,14.1,14.4,15.29
1953,August,Monthly,14.6,14.24,15.11
1953,September,Monthly,12.8,12.2,12.93
1953,October,Monthly,9.2,9.43,9.73
1953,November,Monthly,7.5,5.51,6.48
1953,December,Monthly,6,3.83,4.2
1953,Winter,Seasonal,3.18,3.27,4.08
1953,Spring,Seasonal,7.48,7.05,8.07
1953,Summer,Seasonal,13.88,13.78,14.59
1953,Autumn,Seasonal,9.83,9.05,9.71
1953,Annual,Annual,8.91,8.31,9.14
1954,January,Monthly,2.6,3.02,3.92
1954,February,Monthly,1.8,2.96,4.13
1954,March,Monthly,4.7,4.67,5.7
1954,April,Monthly,6.7,6.73,7.87
1954,May,Monthly,10.1,9.75,10.64
1954,June,Monthly,12.1,12.66,13.33
1954,July,Monthly,12.9,14.4,15.29
1954,August,Monthly,13.2,14.24,15.11
1954,September,Monthly,11.3,12.2,12.93
1954,October,Monthly,10.4,9.43,9.73
1954,November,Monthly,5.9,5.51,6.48
1954,December,Monthly,5.6,3.83,4.2
1954,Winter,Seasonal,3.52,3.27,4.08
1954,Spring,Seasonal,7.16,7.05,8.07
1954,Summer,Seasonal,12.73,13.78,14.59
1954,Autumn,Seasonal,9.17,9.05,9.71
1954,Annual,Annual,8.13,8.31,9.14
1955,January,Monthly,1.8,3.02,3.92
1955,February,Monthly,0.3,2.96,4.13
1955,March,Monthly,2.6,4.67,5.7
1955,April,Monthly,8.2,6.73,7.87
1955,May,Monthly,8.4,9.75,10.64
1955,June,Monthly,12.3,12.66,13.33
1955,July,Monthly,15.9,14.4,15.29
1955,August,Monthly,16.4,14.24,15.11
1955,September,Monthly,13.1,12.2,12.93
1955,October,Monthly,8.2,9.43,9.73
1955,November,Monthly,6.5,5.51,6.48
1955,December,Monthly,4.5,3.83,4.2
1955,Winter,Seasonal,2.62,3.27,4.08
1955,Spring,Seasonal,6.38,7.05,8.07
1955,Summer,Seasonal,14.9,13.78,14.59
1955,Autumn,Seasonal,9.26,9.05,9.71
1955,Annual,Annual,8.23,8.31,9.14
1956,January,Monthly,2.6,3.02,3.92
