year,period,value_type,mean_temp_c,baseline_1961_1990,baseline_1991_2020
1956,February,Monthly,-0.2,2.96,4.13
1956,March,Monthly,5.3,4.67,5.7
1956,April,Monthly,5.7,6.73,7.87
1956,May,Monthly,10.5,9.75,10.64
1956,June,Monthly,11.7,12.66,13.33
1956,July,Monthly,14.2,14.4,15.29
1956,August,Monthly,12.1,14.24,15.11
1956,September,Monthly,12.9,12.2,12.93
1956,October,Monthly,8.7,9.43,9.73
1956,November,Monthly,5.6,5.51,6.48
1956,December,Monthly,5.2,3.83,4.2
1956,Winter,Seasonal,2.37,3.27,4.08
1956,Spring,Seasonal,7.18,7.05,8.07
1956,Summer,Seasonal,12.71,13.78,14.59
1956,Autumn,Seasonal,9.06,9.05,9.71
1956,Annual,Annual,7.9,8.31,9.14
1957,January,Monthly,4.5,3.02,3.92
1957,February,Monthly,3.9,2.96,4.13
1957,March,Monthly,7.9,4.67,5.7
1957,April,Monthly,7.6,6.73,7.87
1957,May,Monthly,9.2,9.75,10.64
1957,June,Monthly,13.4,12.66,13.33
1957,July,Monthly,14.7,14.4,15.29
1957,August,Monthly,14,14.24,15.11
1957,September,Monthly,11.2,12.2,12.93
1957,October,Monthly,9.6,9.43,9.73
1957,November,Monthly,5.7,5.51,6.48
1957,December,Monthly,3.8,3.83,4.2
1957,Winter,Seasonal,4.53,3.27,4.08
1957,Spring,Seasonal,8.26,7.05,8.07
1957,Summer,Seasonal,14.07,13.78,14.59
1957,Autumn,Seasonal,8.86,9.05,9.71
1957,Annual,Annual,8.84,8.31,9.14
1958,January,Monthly,2.5,3.02,3.92
1958,February,Monthly,3.5,2.96,4.13
1958,March,Monthly,2.6,4.67,5.7
1958,April,Monthly,6.4,6.73,7.87
1958,May,Monthly,9.4,9.75,10.64
1958,June,Monthly,12.3,12.66,13.33
1958,July,Monthly,14.4,14.4,15.29
1958,August,Monthly,14.4,14.24,15.11
1958,September,Monthly,13.8,12.2,12.93
1958,October,Monthly,9.8,9.43,9.73
1958,November,Monthly,5.9,5.51,6.48
1958,December,Monthly,3.7,3.83,4.2
1958,Winter,Seasonal,3.26,3.27,4.08
1958,Spring,Seasonal,6.14,7.05,8.07
1958,Summer,Seasonal,13.7,13.78,14.59
1958,Autumn,Seasonal,9.84,9.05,9.71
1958,Annual,Annual,8.25,8.31,9.14
1959,January,Monthly,0.9,3.02,3.92
1959,February,Monthly,3.8,2.96,4.13
1959,March,Monthly,6.2,4.67,5.7
1959,April,Monthly,8,6.73,7.87
1959,May,Monthly,11.2,9.75,10.64
1959,June,Monthly,13.5,12.66,13.33
1959,July,Monthly,15.4,14.4,15.29
1959,August,Monthly,15.7,14.24,15.11
1959,September,Monthly,13.5,12.2,12.93
1959,October,Monthly,11.4,9.43,9.73
1959,November,Monthly,6.2,5.51,6.48
1959,December,Monthly,4.8,3.83,4.2
1959,Winter,Seasonal,2.75,3.27,4.08
1959,Spring,Seasonal,8.48,7.05,8.07
1959,Summer,Seasonal,14.88,13.78,14.59
1959,Autumn,Seasonal,10.38,9.05,9.71
1959,Annual,Annual,9.24,8.31,9.14
1960,January,Monthly,3.1,3.02,3.92
1960,February,Monthly,2.6,2.96,4.13
1960,March,Monthly,5.3,4.67,5.7
1960,April,Monthly,8,6.73,7.87
1960,May,Monthly,11.4,9.75,10.64
1960,June,Monthly,14.4,12.66,13.33
1960,July,Monthly,13.8,14.4,15.29
1960,August,Monthly,13.7,14.24,15.11
1960,September,Monthly,11.9,12.2,12.93
1960,October,Monthly,9.3,9.43,9.73
1960,November,Monthly,6,5.51,6.48
1960,December,Monthly,2.9,3.83,4.2
1960,Winter,Seasonal,3.52,3.27,4.08
1960,Spring,Seasonal,8.22,7.05,8.07
1960,Summer,Seasonal,13.94,13.78,14.59
1960,Autumn,Seasonal,9.04,9.05,9.71
1960,Annual,Annual,8.54,8.31,9.14
1961,January,Monthly,2.7,3.02,3.92
1961,February,Monthly,5.8,2.96,4.13
1961,March,Monthly,7.2,4.67,5.7
1961,April,Monthly,8.4,6.73,7.87
1961,May,Monthly,9.7,9.75,10.64
1961,June,Monthly,12.8,12.66,13.33
1961,July,Monthly,13.6,14.4,15.29
1961,August,Monthly,13.9,14.24,15.11
1961,September,Monthly,13.5,12.2,12.93
1961,October,Monthly,9.6,9.43,9.73
1961,November,Monthly,5.2,5.51,6.48
1961,December,Monthly,1.6,3.83,4.2
1961,Winter,Seasonal,3.74,3.27,4.08
1961,Spring,Seasonal,8.44,7.05,8.07
1961,Summer,Seasonal,13.42,13.78,14.59
1961,Autumn,Seasonal,9.44,9.05,9.71
1961,Annual,Annual,8.67,8.31,9.14
1962,January,Monthly,3.5,3.02,3.92
1962,February,Monthly,3.7,2.96,4.13
1962,March,Monthly,1.8,4.67,5.7
1962,April,Monthly,6.5,6.73,7.87
1962,May,Monthly,8.9,9.75,10.64
1962,June,Monthly,12.2,12.66,13.33
1962,July,Monthly,13.2,14.4,15.29
1962,August,Monthly,13,14.24,15.11
1962,September,Monthly,11.4,12.2,12.93
1962,October,Monthly,9.6,9.43,9.73
1962,November,Monthly,4.7,5.51,6.48
1962,December,Monthly,2,3.83,4.2
1962,Winter,Seasonal,2.92,3.27,4.08
1962,Spring,Seasonal,5.73,7.05,8.07
1962,Summer,Seasonal,12.79,13.78,14.59
1962,Autumn,Seasonal,8.57,9.05,9.71
1962,Annual,Annual,7.56,8.31,9.14
1963,January,Monthly,-1.8,3.02,3.92
1963,February,Monthly,-1.1,2.96,4.13
1963,March,Monthly,4.9,4.67,5.7
1963,April,Monthly,7.2,6.73,7.87
1963,May,Monthly,9.1,9.75,10.64
1963,June,Monthly,13.3,12.66,13.33
1963,July,Monthly,13.5,14.4,15.29
1963,August,Monthly,12.9,14.24,15.11
1963,September,Monthly,11.7,12.2,12.93
1963,October,Monthly,9.7,9.43,9.73
1963,November,Monthly,6.6,5.51,6.48
1963,December,Monthly,2.3,3.83,4.2
1963,Winter,Seasonal,-0.27,3.27,4.08
1963,Spring,Seasonal,7.06,7.05,8.07
1963,Summer,Seasonal,13.25,13.78,14.59
1963,Autumn,Seasonal,9.33,9.05,9.71
1963,Annual,Annual,7.41,8.31,9.14
1964,January,Monthly,3.2,3.02,3.92
1964,February,Monthly,3.7,2.96,4.13
1964,March,Monthly,3.6,4.67,5.7
1964,April,Monthly,7.6,6.73,7.87
1964,May,Monthly,11.5,9.75,10.64
1964,June,Monthly,12.3,12.66,13.33
1964,July,Monthly,14.3,14.4,15.29
1964,August,Monthly,13.8,14.24,15.11
1964,September,Monthly,12.6,12.2,12.93
1964,October,Monthly,8,9.43,9.73
1964,November,Monthly,6.4,5.51,6.48
1964,December,Monthly,2.7,3.83,4.2
1964,Winter,Seasonal,3.03,3.27,4.08
1964,Spring,Seasonal,7.56,7.05,8.07
1964,Summer,Seasonal,13.5,13.78,14.59
1964,Autumn,Seasonal,8.98,9.05,9.71
1964,Annual,Annual,8.31,8.31,9.14
1965,January,Monthly,2.4,3.02,3.92
1965,February,Monthly,2.6,2.96,4.13
1965,March,Monthly,4.1,4.67,5.7
1965,April,Monthly,6.9,6.73,7.87
1965,May,Monthly,10,9.75,10.64
1965,June,Monthly,12.8,12.66,13.33
1965,July,Monthly,12.5,14.4,15.29
1965,August,Monthly,13.4,14.24,15.11
1965,September,Monthly,11.2,12.2,12.93
1965,October,Monthly,9.8,9.43,9.73
1965,November,Monthly,3.6,5.51,6.48
1965,December,Monthly,3.3,3.83,4.2
1965,Winter,Seasonal,2.59,3.27,4.08
1965,Spring,Seasonal,7.01,7.05,8.07
1965,Summer,Seasonal,12.89,13.78,14.59
1965,Autumn,Seasonal,8.23,9.05,9.71
1965,Annual,Annual,7.76,8.31,9.14
1966,January,Monthly,2.2,3.02,3.92
1966,February,Monthly,4,2.96,4.13
1966,March,Monthly,5.6,4.67,5.7
1966,April,Monthly,5.8,6.73,7.87
1966,May,Monthly,9.7,9.75,10.64
1966,June,Monthly,13.8,12.66,13.33
1966,July,Monthly,13.5,14.4,15.29
1966,August,Monthly,13.2,14.24,15.11
1966,September,Monthly,12.7,12.2,12.93
1966,October,Monthly,8.9,9.43,9.73
1966,November,Monthly,4.5,5.51,6.48
1966,December,Monthly,4.1,3.83,4.2
1966,Winter,Seasonal,3.12,3.27,4.08
1966,Spring,Seasonal,7.04,7.05,8.07
1966,Summer,Seasonal,13.5,13.78,14.59
1966,Autumn,Seasonal,8.69,9.05,9.71
1966,Annual,Annual,8.19,8.31,9.14
1967,January,Monthly,3.7,3.02,3.92
1967,February,Monthly,4.5,2.96,4.13
1967,March,Monthly,5.8,4.67,5.7
1967,April,Monthly,6.8,6.73,7.87
1967,May,Monthly,8.8,9.75,10.64
1967,June,Monthly,12.7,12.66,13.33
1967,July,Monthly,14.8,14.4,15.29
1967,August,Monthly,14.1,14.24,15.11
1967,September,Monthly,12.4,12.2,12.93
1967,October,Monthly,9.3,9.43,9.73
1967,November,Monthly,4.8,5.51,6.48
1967,December,Monthly,3.6,3.83,4.2
1967,Winter,Seasonal,4.09,3.27,4.08
1967,Spring,Seasonal,7.16,7.05,8.07
1967,Summer,Seasonal,13.88,13.78,14.59
1967,Autumn,Seasonal,8.83,9.05,9.71
1967,Annual,Annual,8.47,8.31,9.14
1968,January,Monthly,3.5,3.02,3.92
1968,February,Monthly,1.1,2.96,4.13
1968,March,Monthly,5.2,4.67,5.7
1968,April,Monthly,6.9,6.73,7.87
1968,May,Monthly,8.4,9.75,10.64
1968,June,Monthly,13.2,12.66,13.33
1968,July,Monthly,13.5,14.4,15.29
1968,August,Monthly,14.1,14.24,15.11
1968,September,Monthly,12.5,12.2,12.93
1968,October,Monthly,11.1,9.43,9.73
1968,November,Monthly,5.5,5.51,6.48
1968,December,Monthly,2.6,3.83,4.2
1968,Winter,Seasonal,2.77,3.27,4.08
1968,Spring,Seasonal,6.82,7.05,8.07
1968,Summer,Seasonal,13.6,13.78,14.59
1968,Autumn,Seasonal,9.74,9.05,9.71
1968,Annual,Annual,8.16,8.31,9.14
1969,January,Monthly,4.4,3.02,3.92
1969,February,Monthly,0.2,2.96,4.13
1969,March,Monthly,2.6,4.67,5.7
1969,April,Monthly,6.3,6.73,7.87
1969,May,Monthly,9.7,9.75,10.64
1969,June,Monthly,12.6,12.66,13.33
1969,July,Monthly,15.1,14.4,15.29
1969,August,Monthly,14.9,14.24,15.11
1969,September,Monthly,12.6,12.2,12.93
1969,October,Monthly,11.7,9.43,9.73
1969,November,Monthly,4,5.51,6.48
1969,December,Monthly,2.7,3.83,4.2
1969,Winter,Seasonal,2.47,3.27,4.08
1969,Spring,Seasonal,6.18,7.05,8.07
1969,Summer,Seasonal,14.24,13.78,14.59
1969,Autumn,Seasonal,9.46,9.05,9.71
1969,Annual,Annual,8.12,8.31,9.14
1970,January,Monthly,2.9,3.02,3.92
1970,February,Monthly,1.8,2.96,4.13
1970,March,Monthly,3,4.67,5.7
1970,April,Monthly,5.5,6.73,7.87
1970,May,Monthly,11.2,9.75,10.64
1970,June,Monthly,14.6,12.66,13.33
1970,July,Monthly,13.5,14.4,15.29
1970,August,Monthly,14.6,14.24,15.11
1970,September,Monthly,12.9,12.2,12.93
1970,October,Monthly,9.5,9.43,9.73
1970,November,Monthly,6.3,5.51,6.48
1970,December,Monthly,3.6,3.83,4.2
1970,Winter,Seasonal,2.5,3.27,4.08
1970,Spring,Seasonal,6.56,7.05,8.07
1970,Summer,Seasonal,14.22,13.78,14.59
1970,Autumn,Seasonal,9.56,9.05,9.71
1970,Annual,Annual,8.31,8.31,9.14
1971,January,Monthly,3.9,3.02,3.92
1971,February,Monthly,4,2.96,4.13
1971,March,Monthly,4.4,4.67,5.7
1971,April,Monthly,6.7,6.73,7.87
1971,May,Monthly,10.3,9.75,10.64
1971,June,Monthly,11.1,12.66,13.33
1971,July,Monthly,15.1,14.4,15.29
1971,August,Monthly,14.2,14.24,15.11
1971,September,Monthly,13.1,12.2,12.93
1971,October,Monthly,10.3,9.43,9.73
1971,November,Monthly,5.3,5.51,6.48
1971,December,Monthly,6,3.83,4.2
1971,Winter,Seasonal,3.84,3.27,4.08
1971,Spring,Seasonal,7.12,7.05,8.07
1971,Summer,Seasonal,13.5,13.78,14.59
1971,Autumn,Seasonal,9.56,9.05,9.71
1971,Annual,Annual,8.73,8.31,9.14
1972,January,Monthly,3.1,3.02,3.92
1972,February,Monthly,3.4,2.96,4.13
1972,March,Monthly,5.4,4.67,5.7
1972,April,Monthly,7.3,6.73,7.87
1972,May,Monthly,9.4,9.75,10.64
1972,June,Monthly,10.5,12.66,13.33
1972,July,Monthly,14.1,14.4,15.29
1972,August,Monthly,13.5,14.24,15.11
1972,September,Monthly,10.7,12.2,12.93
1972,October,Monthly,9.6,9.43,9.73
1972,November,Monthly,5.2,5.51,6.48
1972,December,Monthly,4.8,3.83,4.2
1972,Winter,Seasonal,4.2,3.27,4.08
1972,Spring,Seasonal,7.34,7.05,8.07
1972,Summer,Seasonal,12.73,13.78,14.59
1972,Autumn,Seasonal,8.49,9.05,9.71
1972,Annual,Annual,8.1,8.31,9.14
1973,January,Monthly,3.9,3.02,3.92
1973,February,Monthly,3.4,2.96,4.13
1973,March,Monthly,5.4,4.67,5.7
1973,April,Monthly,5.9,6.73,7.87
1973,May,Monthly,9.8,9.75,10.64
1973,June,Monthly,13.3,12.66,13.33
1973,July,Monthly,14.3,14.4,15.29
1973,August,Monthly,14.9,14.24,15.11
1973,September,Monthly,12.8,12.2,12.93
1973,October,Monthly,8.2,9.43,9.73
1973,November,Monthly,5.1,5.51,6.48
1973,December,Monthly,4,3.83,4.2
1973,Winter,Seasonal,4.05,3.27,4.08
1973,Spring,Seasonal,7.05,7.05,8.07
1973,Summer,Seasonal,14.17,13.78,14.59
1973,Autumn,Seasonal,8.65,9.05,9.71
1973,Annual,Annual,8.43,8.31,9.14
1974,January,Monthly,5.1,3.02,3.92
1974,February,Monthly,4.5,2.96,4.13
1974,March,Monthly,4.6,4.67,5.7
1974,April,Monthly,7.1,6.73,7.87
1974,May,Monthly,9.7,9.75,10.64
1974,June,Monthly,12.3,12.66,13.33
1974,July,Monthly,13.5,14.4,15.29
1974,August,Monthly,13.7,14.24,15.11
1974,September,Monthly,10.7,12.2,12.93
1974,October,Monthly,6.9,9.43,9.73
1974,November,Monthly,5.6,5.51,6.48
1974,December,Monthly,6.5,3.83,4.2
1974,Winter,Seasonal,4.51,3.27,4.08
1974,Spring,Seasonal,7.16,7.05,8.07
1974,Summer,Seasonal,13.18,13.78,14.59
1974,Autumn,Seasonal,7.7,9.05,9.71
1974,Annual,Annual,8.38,8.31,9.14
1975,January,Monthly,5.3,3.02,3.92
1975,February,Monthly,3.8,2.96,4.13
1975,March,Monthly,3.9,4.67,5.7
1975,April,Monthly,7.1,6.73,7.87
1975,May,Monthly,8.6,9.75,10.64
1975,June,Monthly,13,12.66,13.33
1975,July,Monthly,15.5,14.4,15.29
1975,August,Monthly,16.7,14.24,15.11
1975,September,Monthly,11.8,12.2,12.93
1975,October,Monthly,9.2,9.43,9.73
1975,November,Monthly,5.4,5.51,6.48
1975,December,Monthly,4.6,3.83,4.2
1975,Winter,Seasonal,5.26,3.27,4.08
1975,Spring,Seasonal,6.5,7.05,8.07
1975,Summer,Seasonal,15.08,13.78,14.59
1975,Autumn,Seasonal,8.78,9.05,9.71
1975,Annual,Annual,8.77,8.31,9.14
1976,January,Monthly,4.6,3.02,3.92
1976,February,Monthly,3.8,2.96,4.13
1976,March,Monthly,4,4.67,5.7
1976,April,Monthly,7,6.73,7.87
1976,May,Monthly,10.3,9.75,10.64
1976,June,Monthly,14.9,12.66,13.33
1976,July,Monthly,16.5,14.4,15.29
1976,August,Monthly,15.7,14.24,15.11
1976,September,Monthly,12,12.2,12.93
1976,October,Monthly,9.3,9.43,9.73
1976,November,Monthly,5.2,5.51,6.48
1976,December,Monthly,1.3,3.83,4.2
1976,Winter,Seasonal,4.34,3.27,4.08
1976,Spring,Seasonal,7.12,7.05,8.07
1976,Summer,Seasonal,15.7,13.78,14.59
1976,Autumn,Seasonal,8.87,9.05,9.71
1976,Annual,Annual,8.74,8.31,9.14
1977,January,Monthly,1.9,3.02,3.92
1977,February,Monthly,3.6,2.96,4.13
1977,March,Monthly,5.8,4.67,5.7
1977,April,Monthly,6,6.73,7.87
1977,May,Monthly,9.2,9.75,10.64
1977,June,Monthly,11.2,12.66,13.33
1977,July,Monthly,14.6,14.4,15.29
1977,August,Monthly,13.9,14.24,15.11
1977,September,Monthly,11.7,12.2,12.93
1977,October,Monthly,10.6,9.43,9.73
1977,November,Monthly,5.1,5.51,6.48
1977,December,Monthly,5.1,3.83,4.2
1977,Winter,Seasonal,2.2,3.27,4.08
1977,Spring,Seasonal,7.03,7.05,8.07
1977,Summer,Seasonal,13.25,13.78,14.59
1977,Autumn,Seasonal,9.16,9.05,9.71
1977,Annual,Annual,8.27,8.31,9.14
1978,January,Monthly,2.3,3.02,3.92
1978,February,Monthly,1.4,2.96,4.13
1978,March,Monthly,5.5,4.67,5.7
1978,April,Monthly,5.5,6.73,7.87
1978,May,Monthly,10.4,9.75,10.64
1978,June,Monthly,12.3,12.66,13.33
1978,July,Monthly,13.3,14.4,15.29
1978,August,Monthly,13.7,14.24,15.11
1978,September,Monthly,12.6,12.2,12.93
1978,October,Monthly,10.7,9.43,9.73
1978,November,Monthly,7.3,5.51,6.48
1978,December,Monthly,3.3,3.83,4.2
1978,Winter,Seasonal,2.98,3.27,4.08
1978,Spring,Seasonal,7.12,7.05,8.07
1978,Summer,Seasonal,13.11,13.78,14.59
1978,Autumn,Seasonal,10.21,9.05,9.71
1978,Annual,Annual,8.23,8.31,9.14
1979,January,Monthly,-0.5,3.02,3.92
1979,February,Monthly,0.6,2.96,4.13
1979,March,Monthly,3.4,4.67,5.7
1979,April,Monthly,6.4,6.73,7.87
1979,May,Monthly,8.4,9.75,10.64
1979,June,Monthly,12.7,12.66,13.33
1979,July,Monthly,14.4,14.4,15.29
1979,August,Monthly,13.3,14.24,15.11
1979,September,Monthly,11.9,12.2,12.93
1979,October,Monthly,10.1,9.43,9.73
1979,November,Monthly,5.6,5.51,6.48
1979,December,Monthly,4.4,3.83,4.2
1979,Winter,Seasonal,1.15,3.27,4.08
1979,Spring,Seasonal,6.04,7.05,8.07
1979,Summer,Seasonal,13.47,13.78,14.59
1979,Autumn,Seasonal,9.23,9.05,9.71
1979,Annual,Annual,7.6,8.31,9.14
1980,January,Monthly,1.7,3.02,3.92
1980,February,Monthly,4.5,2.96,4.13
1980,March,Monthly,3.7,4.67,5.7
1980,April,Monthly,7.7,6.73,7.87
1980,May,Monthly,10,9.75,10.64
1980,June,Monthly,12.5,12.66,13.33
1980,July,Monthly,13.3,14.4,15.29
1980,August,Monthly,14.4,14.24,15.11
1980,September,Monthly,13.3,12.2,12.93
1980,October,Monthly,7.8,9.43,9.73
1980,November,Monthly,5.5,5.51,6.48
1980,December,Monthly,4.7,3.83,4.2
1980,Winter,Seasonal,3.53,3.27,4.08
1980,Spring,Seasonal,7.09,7.05,8.07
1980,Summer,Seasonal,13.42,13.78,14.59
1980,Autumn,Seasonal,8.86,9.05,9.71
1980,Annual,Annual,8.26,8.31,9.14
1981,January,Monthly,3.8,3.02,3.92
1981,February,Monthly,2.5,2.96,4.13
1981,March,Monthly,6.3,4.67,5.7
1981,April,Monthly,6.8,6.73,7.87
1981,May,Monthly,10.2,9.75,10.64
1981,June,Monthly,12,12.66,13.33
1981,July,Monthly,14.1,14.4,15.29
1981,August,Monthly,14.8,14.24,15.11
1981,September,Monthly,13.1,12.2,12.93
1981,October,Monthly,6.8,9.43,9.73
1981,November,Monthly,6.5,5.51,6.48
1981,December,Monthly,0,3.83,4.2
1981,Winter,Seasonal,3.7,3.27,4.08
1981,Spring,Seasonal,7.78,7.05,8.07
1981,Summer,Seasonal,13.65,13.78,14.59
1981,Autumn,Seasonal,8.79,9.05,9.71
1981,Annual,Annual,8.1,8.31,9.14
1982,January,Monthly,2.1,3.02,3.92
1982,February,Monthly,4.2,2.96,4.13
1982,March,Monthly,5,4.67,5.7
1982,April,Monthly,7.6,6.73,7.87
1982,May,Monthly,10.1,9.75,10.64
1982,June,Monthly,13.6,12.66,13.33
1982,July,Monthly,15.1,14.4,15.29
1982,August,Monthly,14.4,14.24,15.11
1982,September,Monthly,12.6,12.2,12.93
1982,October,Monthly,9.1,9.43,9.73
1982,November,Monthly,6.5,5.51,6.48
1982,December,Monthly,3.4,3.83,4.2
1982,Winter,Seasonal,2,3.27,4.08
1982,Spring,Seasonal,7.54,7.05,8.07
1982,Summer,Seasonal,14.37,13.78,14.59
1982,Autumn,Seasonal,9.43,9.05,9.71
1982,Annual,Annual,8.65,8.31,9.14
1983,January,Monthly,5.4,3.02,3.92
1983,February,Monthly,1.3,2.96,4.13
1983,March,Monthly,5.5,4.67,5.7
1983,April,Monthly,5.5,6.73,7.87
1983,May,Monthly,8.9,9.75,10.64
1983,June,Monthly,12.7,12.66,13.33
1983,July,Monthly,17.1,14.4,15.29
1983,August,Monthly,15.9,14.24,15.11
1983,September,Monthly,12.1,12.2,12.93
1983,October,Monthly,9.2,9.43,9.73
1983,November,Monthly,6.6,5.51,6.48
1983,December,Monthly,5,3.83,4.2
1983,Winter,Seasonal,3.41,3.27,4.08
1983,Spring,Seasonal,6.65,7.05,8.07
1983,Summer,Seasonal,15.24,13.78,14.59
1983,Autumn,Seasonal,9.32,9.05,9.71
1983,Annual,Annual,8.83,8.31,9.14
1984,January,Monthly,2.3,3.02,3.92
1984,February,Monthly,3.1,2.96,4.13
1984,March,Monthly,3.9,4.67,5.7
1984,April,Monthly,7.2,6.73,7.87
1984,May,Monthly,8.9,9.75,10.64
1984,June,Monthly,13.1,12.66,13.33
1984,July,Monthly,15.2,14.4,15.29
1984,August,Monthly,15.8,14.24,15.11
1984,September,Monthly,12.1,12.2,12.93
1984,October,Monthly,9.7,9.43,9.73
1984,November,Monthly,6.8,5.51,6.48
1984,December,Monthly,4.6,3.83,4.2
1984,Winter,Seasonal,3.49,3.27,4.08
1984,Spring,Seasonal,6.66,7.05,8.07
1984,Summer,Seasonal,14.71,13.78,14.59
1984,Autumn,Seasonal,9.54,9.05,9.71
1984,Annual,Annual,8.58,8.31,9.14
1985,January,Monthly,0.4,3.02,3.92
1985,February,Monthly,2,2.96,4.13
1985,March,Monthly,3.7,4.67,5.7
1985,April,Monthly,7.2,6.73,7.87
1985,May,Monthly,9.6,9.75,10.64
1985,June,Monthly,11.3,12.66,13.33
1985,July,Monthly,14.5,14.4,15.29
1985,August,Monthly,13.3,14.24,15.11
1985,September,Monthly,12.8,12.2,12.93
1985,October,Monthly,9.9,9.43,9.73
1985,November,Monthly,3.1,5.51,6.48
1985,December,Monthly,5.1,3.83,4.2
1985,Winter,Seasonal,2.35,3.27,4.08
1985,Spring,Seasonal,6.84,7.05,8.07
1985,Summer,Seasonal,13.06,13.78,14.59
1985,Autumn,Seasonal,8.63,9.05,9.71
1985,Annual,Annual,7.79,8.31,9.14
1986,January,Monthly,2.5,3.02,3.92
1986,February,Monthly,-1.1,2.96,4.13
1986,March,Monthly,4.3,4.67,5.7
1986,April,Monthly,4.8,6.73,7.87
1986,May,Monthly,9.8,9.75,10.64
1986,June,Monthly,13.2,12.66,13.33
1986,July,Monthly,14.2,14.4,15.29
1986,August,Monthly,12.2,14.24,15.11
1986,September,Monthly,10.3,12.2,12.93
1986,October,Monthly,9.7,9.43,9.73
1986,November,Monthly,6.7,5.51,6.48
1986,December,Monthly,4.8,3.83,4.2
1986,Winter,Seasonal,2.28,3.27,4.08
1986,Spring,Seasonal,6.29,7.05,8.07
1986,Summer,Seasonal,13.24,13.78,14.59
1986,Autumn,Seasonal,8.91,9.05,9.71
1986,Annual,Annual,7.68,8.31,9.14
1987,January,Monthly,0.7,3.02,3.92
1987,February,Monthly,2.9,2.96,4.13
1987,March,Monthly,3.3,4.67,5.7
1987,April,Monthly,8.7,6.73,7.87
1987,May,Monthly,9,9.75,10.64
1987,June,Monthly,11.3,12.66,13.33
1987,July,Monthly,14.5,14.4,15.29
1987,August,Monthly,14.1,14.24,15.11
1987,September,Monthly,12.2,12.2,12.93
1987,October,Monthly,8.3,9.43,9.73
1987,November,Monthly,5.8,5.51,6.48
1987,December,Monthly,4.8,3.83,4.2
1987,Winter,Seasonal,2.76,3.27,4.08
1987,Spring,Seasonal,6.98,7.05,8.07
1987,Summer,Seasonal,13.35,13.78,14.59
1987,Autumn,Seasonal,8.78,9.05,9.71
1987,Annual,Annual,8,8.31,9.14
1988,January,Monthly,4.1,3.02,3.92
1988,February,Monthly,3.9,2.96,4.13
1988,March,Monthly,5.1,4.67,5.7
1988,April,Monthly,7.1,6.73,7.87
1988,May,Monthly,10.5,9.75,10.64
1988,June,Monthly,13.3,12.66,13.33
1988,July,Monthly,13.5,14.4,15.29
1988,August,Monthly,13.9,14.24,15.11
1988,September,Monthly,12.1,12.2,12.93
1988,October,Monthly,9.4,9.43,9.73
1988,November,Monthly,5,5.51,6.48
1988,December,Monthly,6.6,3.83,4.2
1988,Winter,Seasonal,4.27,3.27,4.08
1988,Spring,Seasonal,7.57,7.05,8.07
1988,Summer,Seasonal,13.59,13.78,14.59
1988,Autumn,Seasonal,8.82,9.05,9.71
1988,Annual,Annual,8.73,8.31,9.14
1989,January,Monthly,5.8,3.02,3.92
1989,February,Monthly,4.9,2.96,4.13
1989,March,Monthly,6,4.67,5.7
1989,April,Monthly,5.5,6.73,7.87
1989,May,Monthly,11.3,9.75,10.64
1989,June,Monthly,12.9,12.66,13.33
1989,July,Monthly,16.4,14.4,15.29
1989,August,Monthly,14.8,14.24,15.11
1989,September,Monthly,12.8,12.2,12.93
1989,October,Monthly,10.5,9.43,9.73
1989,November,Monthly,5.7,5.51,6.48
1989,December,Monthly,3.6,3.83,4.2
1989,Winter,Seasonal,5.79,3.27,4.08
1989,Spring,Seasonal,7.64,7.05,8.07
1989,Summer,Seasonal,14.73,13.78,14.59
1989,Autumn,Seasonal,9.68,9.05,9.71
1989,Annual,Annual,9.23,8.31,9.14
1990,January,Monthly,5.5,3.02,3.92
1990,February,Monthly,5.9,2.96,4.13
1990,March,Monthly,7.2,4.67,5.7
1990,April,Monthly,7,6.73,7.87
1990,May,Monthly,11.2,9.75,10.64
1990,June,Monthly,12.4,12.66,13.33
1990,July,Monthly,15.2,14.4,15.29
1990,August,Monthly,16.1,14.24,15.11
1990,September,Monthly,11.7,12.2,12.93
1990,October,Monthly,10.5,9.43,9.73
1990,November,Monthly,5.8,5.51,6.48
1990,December,Monthly,3.7,3.83,4.2
1990,Winter,Seasonal,4.97,3.27,4.08
1990,Spring,Seasonal,8.49,7.05,8.07
1990,Summer,Seasonal,14.57,13.78,14.59
1990,Autumn,Seasonal,9.35,9.05,9.71
1990,Annual,Annual,9.38,8.31,9.14
1991,January,Monthly,2.5,3.02,3.92
1991,February,Monthly,1.3,2.96,4.13
1991,March,Monthly,6.6,4.67,5.7
1991,April,Monthly,6.9,6.73,7.87
1991,May,Monthly,9.9,9.75,10.64
1991,June,Monthly,11,12.66,13.33
1991,July,Monthly,15.9,14.4,15.29
1991,August,Monthly,15.6,14.24,15.11
1991,September,Monthly,13.1,12.2,12.93
1991,October,Monthly,9,9.43,9.73
1991,November,Monthly,5.7,5.51,6.48
1991,December,Monthly,4.2,3.83,4.2
1991,Winter,Seasonal,2.57,3.27,4.08
1991,Spring,Seasonal,7.84,7.05,8.07
1991,Summer,Seasonal,14.2,13.78,14.59
1991,Autumn,Seasonal,9.26,9.05,9.71
1991,Annual,Annual,8.54,8.31,9.14
1992,January,Monthly,3.4,3.02,3.92
1992,February,Monthly,4.8,2.96,4.13
1992,March,Monthly,6.1,4.67,5.7
