goodreads_link,title,animal,animal_group,pronoun,num_ratings,avg_ratings,num_reviews,author,pub_year,pub_date,decade,decade_category,book_cover_image,description,ISBN,publisher
https://www.goodreads.com/book/show/1129315.The_Berenstain_Bears_Trouble_at_School,The Berenstain Bears' Trouble at School,bear,bear,she/her,17469,4.21,96,Stan Berenstain,1987,"August 1, 1987",1980,1980s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344369313i/1129315.jpg,"Get ready to go back to school with the Berenstain Bears! This story is a perfect way to teach children about responsibility and the importance of doing your schoolwork--with over 50 bonus stickers that make a great reward for tests and homework!Come for a visit in Bear Country with this classic storybook from Stan and Jan Berenstain. Brother isn’t doing his schoolwork, and it’s starting to catch up with him. Now that he got a bad grade on his quiz, how is he going to tell Mama and Papa?",9780394873367,Random House Books for Young Readers
https://www.goodreads.com/book/show/1129315.The_Berenstain_Bears_Trouble_at_School,The Berenstain Bears' Trouble at School,bear,bear,she/her,17469,4.21,96,Stan Berenstain,1987,"August 1, 1987",1980,1980s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344369313i/1129315.jpg,"Get ready to go back to school with the Berenstain Bears! This story is a perfect way to teach children about responsibility and the importance of doing your schoolwork--with over 50 bonus stickers that make a great reward for tests and homework!Come for a visit in Bear Country with this classic storybook from Stan and Jan Berenstain. Brother isn’t doing his schoolwork, and it’s starting to catch up with him. Now that he got a bad grade on his quiz, how is he going to tell Mama and Papa?",9780394873367,Random House Books for Young Readers
https://www.goodreads.com/book/show/1296415.Mouse_Paint,Mouse Paint,mouse,mouse,he/him,16126,4.17,668,Ellen Stoll Walsh,1989,"January 1, 1989",1980,1980s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347765015i/1296415.jpg,"Perfect for fans of Lois Ehlert and Press Here, this charming board book gently explores the world of color and celebrates the joy of creativity.One day three white mice discover three jars of paint--red, blue, and yellow. But what happens when they splash in the colors, mixing the red and blue? Or dance in the blue and yellow? This playful introduction to colors will appeal to any budding artist or curious preschooler.",9780152002657,"Harcourt, Inc."
https://www.goodreads.com/book/show/1296415.Mouse_Paint,Mouse Paint,mouse,mouse,he/him,16126,4.17,668,Ellen Stoll Walsh,1989,"January 1, 1989",1980,1980s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347765015i/1296415.jpg,"Perfect for fans of Lois Ehlert and Press Here, this charming board book gently explores the world of color and celebrates the joy of creativity.One day three white mice discover three jars of paint--red, blue, and yellow. But what happens when they splash in the colors, mixing the red and blue? Or dance in the blue and yellow? This playful introduction to colors will appeal to any budding artist or curious preschooler.",9780152002657,"Harcourt, Inc."
https://www.goodreads.com/book/show/1296415.Mouse_Paint,Mouse Paint,mouse,mouse,he/him,16126,4.17,668,Ellen Stoll Walsh,1989,"January 1, 1989",1980,1980s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347765015i/1296415.jpg,"Perfect for fans of Lois Ehlert and Press Here, this charming board book gently explores the world of color and celebrates the joy of creativity.One day three white mice discover three jars of paint--red, blue, and yellow. But what happens when they splash in the colors, mixing the red and blue? Or dance in the blue and yellow? This playful introduction to colors will appeal to any budding artist or curious preschooler.",9780152002657,"Harcourt, Inc."
https://www.goodreads.com/book/show/770051.Olivia,"Olivia (Olivia, #1)",pig,pig,she/her,65087,4.15,1918,Ian Falconer,2000,"January 1, 2000",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349034348i/770051.jpg,"Have fun with Olivia... dressing up, singing songs, building sand castles, napping (maybe), dancing, painting on walls and - whew! - going to sleep at last.",9780689829536,Atheneum Books for Young Readers
https://www.goodreads.com/book/show/770051.Olivia,"Olivia (Olivia, #1)",pig,pig,she/her,65087,4.15,1918,Ian Falconer,2000,"January 1, 2000",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349034348i/770051.jpg,"Have fun with Olivia... dressing up, singing songs, building sand castles, napping (maybe), dancing, painting on walls and - whew! - going to sleep at last.",9780689829536,Atheneum Books for Young Readers
https://www.goodreads.com/book/show/770051.Olivia,"Olivia (Olivia, #1)",pig,pig,he/him,65087,4.15,1918,Ian Falconer,2000,"January 1, 2000",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349034348i/770051.jpg,"Have fun with Olivia... dressing up, singing songs, building sand castles, napping (maybe), dancing, painting on walls and - whew! - going to sleep at last.",9780689829536,Atheneum Books for Young Readers
https://www.goodreads.com/book/show/3257136-dewey,Dewey: The Small-Town Library Cat Who Touched the World,cat,cat,he/him,60976,3.87,6804,"Vicki Myron, Bret Witter",2008,"September 24, 2008",,2000s,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398144610i/3257136.jpg,"How much of an impact can an animal have? How many lives can one cat touch? How is it possible for an abandoned kitten to transform a small library, save a classic American town, and eventually become famous around the world? You can't even begin to answer those questions until you hear the charming story of Dewey Readmore Books, the beloved library cat of Spencer, Iowa.Dewey's story starts in the worst possible way. Only a few weeks old, on the coldest night of the year, he was stuffed into the returned book slot at the Spencer Public Library. He was found the next working by library director Vicki Myron, a single mother who had survived the loss of her family farm, a breast cancer scare, and an alcoholic husband. Dewey won her heart, and the hearts of the staff, by pulling himself up and hobbling on frostbitten feet to nudge each of hem in a gesture of thanks and love. For the next nineteen years, he never stopped charming the people of Spencer with this enthusiasm, warmth, humility (for a cat), and, above all, his sixth sense about who needed him most.As his fame grew from town to town, then state to state, and finally, amazingly, worldwide, Dewey became more than just a friend; he became a source of pride for an extraordinary Heartland farming town pulling its way slowly back from the greatest crisis in its long history.Show more",9780446407410,Grand Central Publishing
https://www.goodreads.com/book/show/3257136-dewey,Dewey: The Small-Town Library Cat Who Touched the World,mouse,mouse,he/him,60976,3.87,6804,"Vicki Myron, Bret Witter",2008,"September 24, 2008",,2000s,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398144610i/3257136.jpg,"How much of an impact can an animal have? How many lives can one cat touch? How is it possible for an abandoned kitten to transform a small library, save a classic American town, and eventually become famous around the world? You can't even begin to answer those questions until you hear the charming story of Dewey Readmore Books, the beloved library cat of Spencer, Iowa.Dewey's story starts in the worst possible way. Only a few weeks old, on the coldest night of the year, he was stuffed into the returned book slot at the Spencer Public Library. He was found the next working by library director Vicki Myron, a single mother who had survived the loss of her family farm, a breast cancer scare, and an alcoholic husband. Dewey won her heart, and the hearts of the staff, by pulling himself up and hobbling on frostbitten feet to nudge each of hem in a gesture of thanks and love. For the next nineteen years, he never stopped charming the people of Spencer with this enthusiasm, warmth, humility (for a cat), and, above all, his sixth sense about who needed him most.As his fame grew from town to town, then state to state, and finally, amazingly, worldwide, Dewey became more than just a friend; he became a source of pride for an extraordinary Heartland farming town pulling its way slowly back from the greatest crisis in its long history.Show more",9780446407410,Grand Central Publishing
https://www.goodreads.com/book/show/401679.Llama_Llama_Red_Pajama,Llama Llama Red Pajama,llama,llama,he/him,50348,4.3,1821,Anna Dewdney,2005,"January 1, 2005",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309211387i/401679.jpg,"Llama, Llama red pajama waiting, waiting for his mama. Mama isn’t coming yet. Baby Llama starts to fret. In this infectious rhyming read-aloud, Baby Llama turns bedtime into an all-out llama drama! Tucked into bed by his mama, Baby Llama immediately starts worrying when she goes downstairs, and his soft whimpers turn to hollers when she doesn’t come right back. But just in time, Mama returns to set things right. Children will relate to Baby Llama’s need for comfort, as much as parents will appreciate Mama Llama’s reassuring message.",9780670059836,Viking
https://www.goodreads.com/book/show/401679.Llama_Llama_Red_Pajama,Llama Llama Red Pajama,llama,llama,she/her,50348,4.3,1821,Anna Dewdney,2005,"January 1, 2005",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309211387i/401679.jpg,"Llama, Llama red pajama waiting, waiting for his mama. Mama isn’t coming yet. Baby Llama starts to fret. In this infectious rhyming read-aloud, Baby Llama turns bedtime into an all-out llama drama! Tucked into bed by his mama, Baby Llama immediately starts worrying when she goes downstairs, and his soft whimpers turn to hollers when she doesn’t come right back. But just in time, Mama returns to set things right. Children will relate to Baby Llama’s need for comfort, as much as parents will appreciate Mama Llama’s reassuring message.",9780670059836,Viking
https://www.goodreads.com/book/show/826582.If_You_Take_a_Mouse_to_School,If You Take a Mouse to School,mouse,mouse,he/him,41295,4.3,590,Laura Numeroff,2002,"January 1, 2002",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347941764i/826582.jpg,"Mouse goes to school in this picture book from the beloved #1 best-seller'If You Give...' Series!If you take a mouse to school, he'll ask you for your lunch box. When you give him your lunch box, he'll want a sandwich to go in it. Then he'll need a notebook and some pencils. He'll probably want to share your backpack, too...The famous mouse from'If You Take a Mouse to the Movies' (2000)and'If You Give a Mouse a Cookie' (1985)is back for his first day of school. Only Laura Numeroff and Felicia Bond could make school this much fun!Fans of'If You Give a Mouse a Cookie' (1985)will love this joyful new addition! This book is a great introduction to the'If You Give...' Series,and also a perennial favorite among children. With its spare, rhythmic text and circular tale,'If You Take a Mouse to School' (2002)is perfect for beginning readers and story time. Sure to inspire giggles and requests to""read it again!""for years and years to come.Age: Presch-2+Show more",9780060283285,HarperCollins
https://www.goodreads.com/book/show/122125.How_Do_Dinosaurs_Say_Good_Night_,How Do Dinosaurs Say Good Night?,dinosaur,dinosaur,he/him,37806,4.17,888,Jane Yolen,2000,"April 1, 2000",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1278431558i/122125.jpg,"In a few simple lines of verse on each spread, fathers and mothers are ready to put their youngsters to bed. But in this book, the youngsters are a wide variety of dinosaurs. And how do dinosaurs say good night?Filled with wonderful detail and humor, children and their parents will love the expressions and antics of the eleven different dinosaur children depicted here, and each species is spelled out somewhere in the young dinosaur's bedroom. In the end, young dinosaurs behave a lot like people do: They give a big kiss, turn out the light, tuck in their tails, and whisper ""good night.""Here is a new staple for bedtime reading, a book children will ask for again and again.Show more",9780590316811,The Blue Sky Press
https://www.goodreads.com/book/show/122125.How_Do_Dinosaurs_Say_Good_Night_,How Do Dinosaurs Say Good Night?,dinosaur,dinosaur,he/him,37806,4.17,888,Jane Yolen,2000,"April 1, 2000",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1278431558i/122125.jpg,"In a few simple lines of verse on each spread, fathers and mothers are ready to put their youngsters to bed. But in this book, the youngsters are a wide variety of dinosaurs. And how do dinosaurs say good night?Filled with wonderful detail and humor, children and their parents will love the expressions and antics of the eleven different dinosaur children depicted here, and each species is spelled out somewhere in the young dinosaur's bedroom. In the end, young dinosaurs behave a lot like people do: They give a big kiss, turn out the light, tuck in their tails, and whisper ""good night.""Here is a new staple for bedtime reading, a book children will ask for again and again.Show more",9780590316811,The Blue Sky Press
https://www.goodreads.com/book/show/122125.How_Do_Dinosaurs_Say_Good_Night_,How Do Dinosaurs Say Good Night?,dinosaur,dinosaur,he/him,37806,4.17,888,Jane Yolen,2000,"April 1, 2000",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1278431558i/122125.jpg,"In a few simple lines of verse on each spread, fathers and mothers are ready to put their youngsters to bed. But in this book, the youngsters are a wide variety of dinosaurs. And how do dinosaurs say good night?Filled with wonderful detail and humor, children and their parents will love the expressions and antics of the eleven different dinosaur children depicted here, and each species is spelled out somewhere in the young dinosaur's bedroom. In the end, young dinosaurs behave a lot like people do: They give a big kiss, turn out the light, tuck in their tails, and whisper ""good night.""Here is a new staple for bedtime reading, a book children will ask for again and again.Show more",9780590316811,The Blue Sky Press
https://www.goodreads.com/book/show/122125.How_Do_Dinosaurs_Say_Good_Night_,How Do Dinosaurs Say Good Night?,dinosaur,dinosaur,he/him,37806,4.17,888,Jane Yolen,2000,"April 1, 2000",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1278431558i/122125.jpg,"In a few simple lines of verse on each spread, fathers and mothers are ready to put their youngsters to bed. But in this book, the youngsters are a wide variety of dinosaurs. And how do dinosaurs say good night?Filled with wonderful detail and humor, children and their parents will love the expressions and antics of the eleven different dinosaur children depicted here, and each species is spelled out somewhere in the young dinosaur's bedroom. In the end, young dinosaurs behave a lot like people do: They give a big kiss, turn out the light, tuck in their tails, and whisper ""good night.""Here is a new staple for bedtime reading, a book children will ask for again and again.Show more",9780590316811,The Blue Sky Press
https://www.goodreads.com/book/show/122125.How_Do_Dinosaurs_Say_Good_Night_,How Do Dinosaurs Say Good Night?,dinosaur,dinosaur,he/him,37806,4.17,888,Jane Yolen,2000,"April 1, 2000",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1278431558i/122125.jpg,"In a few simple lines of verse on each spread, fathers and mothers are ready to put their youngsters to bed. But in this book, the youngsters are a wide variety of dinosaurs. And how do dinosaurs say good night?Filled with wonderful detail and humor, children and their parents will love the expressions and antics of the eleven different dinosaur children depicted here, and each species is spelled out somewhere in the young dinosaur's bedroom. In the end, young dinosaurs behave a lot like people do: They give a big kiss, turn out the light, tuck in their tails, and whisper ""good night.""Here is a new staple for bedtime reading, a book children will ask for again and again.Show more",9780590316811,The Blue Sky Press
https://www.goodreads.com/book/show/122125.How_Do_Dinosaurs_Say_Good_Night_,How Do Dinosaurs Say Good Night?,dinosaur,dinosaur,he/him,37806,4.17,888,Jane Yolen,2000,"April 1, 2000",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1278431558i/122125.jpg,"In a few simple lines of verse on each spread, fathers and mothers are ready to put their youngsters to bed. But in this book, the youngsters are a wide variety of dinosaurs. And how do dinosaurs say good night?Filled with wonderful detail and humor, children and their parents will love the expressions and antics of the eleven different dinosaur children depicted here, and each species is spelled out somewhere in the young dinosaur's bedroom. In the end, young dinosaurs behave a lot like people do: They give a big kiss, turn out the light, tuck in their tails, and whisper ""good night.""Here is a new staple for bedtime reading, a book children will ask for again and again.Show more",9780590316811,The Blue Sky Press
https://www.goodreads.com/book/show/122125.How_Do_Dinosaurs_Say_Good_Night_,How Do Dinosaurs Say Good Night?,dinosaur,dinosaur,he/him,37806,4.17,888,Jane Yolen,2000,"April 1, 2000",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1278431558i/122125.jpg,"In a few simple lines of verse on each spread, fathers and mothers are ready to put their youngsters to bed. But in this book, the youngsters are a wide variety of dinosaurs. And how do dinosaurs say good night?Filled with wonderful detail and humor, children and their parents will love the expressions and antics of the eleven different dinosaur children depicted here, and each species is spelled out somewhere in the young dinosaur's bedroom. In the end, young dinosaurs behave a lot like people do: They give a big kiss, turn out the light, tuck in their tails, and whisper ""good night.""Here is a new staple for bedtime reading, a book children will ask for again and again.Show more",9780590316811,The Blue Sky Press
https://www.goodreads.com/book/show/803171.Skippyjon_Jones,Skippyjon Jones,cat,cat,she/her,34653,4.22,1431,Judy Schachner,2003,"September 15, 2003",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437964397i/803171.jpg,"His ears are too big for his head. His head is too big for his body.""I am not a Siamese cat...""says Skippyjon Jones, a rambunctious kitty boy with an overactive imagination. He would rather be El Skippito, his Zorro-like alter ego. Skippito, the great sword fighter can do anything. He knows just how to save a roving band of Mexican Chihuahuas from a humongous bumblebeeto that is tormenting them. Skippito gets the job done—yes indeed-o.You can join Skippyjon Jones on his great adventures. But be warned—he's a rascal who stops at nothing. And he is out to steal your heart.Judy Schnachnerhas a Siamese cat named Skippy who served as the inspiration for Skippyjon Jones. She also owns a dog and another Siamese cat. Ms. Schachner's books have been aclaimed by reviewers and readers.The Grannyman,a book about an old Siamese cat, won the Nebraska Golden Sower Awarn, andYo, Vikings!won the Chapman Award from PlanetEsme for Best Classroom Read-Aloud for 2002.Edition MSRP: $15⁹⁹ USA / $24⁰⁰ (ISBN: 0-535-47134-0)Show more",9780525471349,Dutton Books for Young Readers
https://www.goodreads.com/book/show/803171.Skippyjon_Jones,Skippyjon Jones,cat,cat,he/him,34653,4.22,1431,Judy Schachner,2003,"September 15, 2003",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437964397i/803171.jpg,"His ears are too big for his head. His head is too big for his body.""I am not a Siamese cat...""says Skippyjon Jones, a rambunctious kitty boy with an overactive imagination. He would rather be El Skippito, his Zorro-like alter ego. Skippito, the great sword fighter can do anything. He knows just how to save a roving band of Mexican Chihuahuas from a humongous bumblebeeto that is tormenting them. Skippito gets the job done—yes indeed-o.You can join Skippyjon Jones on his great adventures. But be warned—he's a rascal who stops at nothing. And he is out to steal your heart.Judy Schnachnerhas a Siamese cat named Skippy who served as the inspiration for Skippyjon Jones. She also owns a dog and another Siamese cat. Ms. Schachner's books have been aclaimed by reviewers and readers.The Grannyman,a book about an old Siamese cat, won the Nebraska Golden Sower Awarn, andYo, Vikings!won the Chapman Award from PlanetEsme for Best Classroom Read-Aloud for 2002.Edition MSRP: $15⁹⁹ USA / $24⁰⁰ (ISBN: 0-535-47134-0)Show more",9780525471349,Dutton Books for Young Readers
https://www.goodreads.com/book/show/867248.Bear_Snores_On,Bear Snores On,mouse,mouse,he/him,32466,4.27,947,Karma Wilson,2002,"January 1, 2002",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344390790i/867248.jpg,"One by one, a whole host of different animals and birds find their way out of the cold and into Bear's cave to warm up. But even after the tea has been brewed and the corn has been popped, Bear just snores on!See what happens when he finally wakes up and finds his cave full of uninvited guests -- all of them having a party without him!",9780689831874,Margaret K. McElderry Books
https://www.goodreads.com/book/show/867248.Bear_Snores_On,Bear Snores On,bear,bear,he/him,32466,4.27,947,Karma Wilson,2002,"January 1, 2002",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344390790i/867248.jpg,"One by one, a whole host of different animals and birds find their way out of the cold and into Bear's cave to warm up. But even after the tea has been brewed and the corn has been popped, Bear just snores on!See what happens when he finally wakes up and finds his cave full of uninvited guests -- all of them having a party without him!",9780689831874,Margaret K. McElderry Books
https://www.goodreads.com/book/show/99296.Diary_of_a_Worm,Diary of a Worm,worm,worm,he/him,29515,4.22,950,Doreen Cronin,2003,"January 1, 2003",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347567458i/99296.jpg,"This is the diary . . . of a worm. Surprisingly, a worm not that different from you or me: He lives with his parents, plays with his friends, and even goes to school. But unlike you or me, he never has to take a bath, he gets to eat his homework, and because he doesn't have legs, he just can't do the hokey pokey -- no matter how hard he tries. Oh, and his head looks a lot like his rear end.Doreen Cronin, theNew York Timesbest-selling author ofClick, Clack, MooandGiggle, Giggle, Quack, teams up with illustrator Harry Bliss for this hysterical journal about the daily doings and the hidden world of a lovable underground dweller.Show more",9780060001506,HarperCollins
https://www.goodreads.com/book/show/99296.Diary_of_a_Worm,Diary of a Worm,worm,worm,she/her,29515,4.22,950,Doreen Cronin,2003,"January 1, 2003",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347567458i/99296.jpg,"This is the diary . . . of a worm. Surprisingly, a worm not that different from you or me: He lives with his parents, plays with his friends, and even goes to school. But unlike you or me, he never has to take a bath, he gets to eat his homework, and because he doesn't have legs, he just can't do the hokey pokey -- no matter how hard he tries. Oh, and his head looks a lot like his rear end.Doreen Cronin, theNew York Timesbest-selling author ofClick, Clack, MooandGiggle, Giggle, Quack, teams up with illustrator Harry Bliss for this hysterical journal about the daily doings and the hidden world of a lovable underground dweller.Show more",9780060001506,HarperCollins
https://www.goodreads.com/book/show/99296.Diary_of_a_Worm,Diary of a Worm,spider,spider,he/him,29515,4.22,950,Doreen Cronin,2003,"January 1, 2003",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347567458i/99296.jpg,"This is the diary . . . of a worm. Surprisingly, a worm not that different from you or me: He lives with his parents, plays with his friends, and even goes to school. But unlike you or me, he never has to take a bath, he gets to eat his homework, and because he doesn't have legs, he just can't do the hokey pokey -- no matter how hard he tries. Oh, and his head looks a lot like his rear end.Doreen Cronin, theNew York Timesbest-selling author ofClick, Clack, MooandGiggle, Giggle, Quack, teams up with illustrator Harry Bliss for this hysterical journal about the daily doings and the hidden world of a lovable underground dweller.Show more",9780060001506,HarperCollins
https://www.goodreads.com/book/show/191170.Giggle_Giggle_Quack,"Giggle, Giggle, Quack",duck,duck,he/him,27072,4.22,521,Doreen Cronin,2002,"May 1, 2002",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408923126i/191170.jpg,"Farmer Brown is going on holiday and so he asks his brother, Bob, to take care of the animals. 'But keep an eye on Duck. He's trouble.' Bob follows the instructions in Farmer Brown's notes exactly to the letter. He orders pizza with anchovies for the hens, bathes the pigs with bubble bath, and lets the cows chose a movie. Is that giggling he hears? The duck, the cows, the hens and the pigs are back in top form in this hilarious follow-up to 'Click, Clack, Moo: Cows That Type'.",9780743490092,Simon & Schuster Children's Publishing
https://www.goodreads.com/book/show/237665.Kitten_s_First_Full_Moon,Kitten's First Full Moon,kitten,cat,she/her,24935,4.09,2423,Kevin Henkes,2004,"March 2, 2004",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400866970i/237665.jpg,"The nationally bestselling picture book about a kitten, the moon, and a bowl of milk, written by the celebrated author and illustrator Kevin Henkes, was awarded a Caldecott Medal.From one of the most celebrated and beloved picture book creators working in the field today comes a memorable new character and a suspenseful adventure just right for reading and sharing at home and in the classroom. It is Kitten's first full moon, and when she sees it she thinks it is a bowl of milk in the sky. And she wants it. Does she get it? Well, no . . . and yes. What a night!A brief text, large type, and luminescent pictures play second fiddle to the star of this classic picture book—brave, sweet and lucky Kitten! ""Henkes's text, reminiscent of Margaret Wise Brown's work in the elemental words, rhythms, and appealing sounds, tells a warm, humorous story that's beautifully extended in his shimmering, gray-toned artwork.""—ALA BooklistWinner of the Caldecott Medal, an ALA Notable Book, aNew York TimesBest Illustrated Book, and winner of the Charlotte Zolotow AwardSupports the Common Core State StandardsShow more",9780060588281,Greenwillow Books
https://www.goodreads.com/book/show/177246.Room_on_the_Broom,Room on the Broom,dog,dog,he/him,23672,4.46,1451,Julia Donaldson,2001,"August 27, 2001",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347479455i/177246.jpg,"This fun family read-aloud i s the perfect way to start Halloween celebrations and an ideal gift book. A sweet story of quick wits, friendship, and inclusivity from the creators of The Gruffalo !The witch and her cat are happily flying through the sky on a broomstick when the wind picks up and blows away the witch's hat, then her bow, and then her wand! Luckily, three helpful animals find the missing items, and all they want in return is a ride on the broom. But is there room on the broom for so many friends? And when disaster strikes, will they be able to save the witch from a hungry dragon?Julia Donaldson and Axel Scheffler are the creators of many beloved picture books including The Gruffalo , The Gruffalo's Child , The Snail and the Whale , and The Spiffiest Giant in Town .""A surefire read-aloud hit."" - School Library JournalShow more",9780142501122,Puffin Books
https://www.goodreads.com/book/show/177246.Room_on_the_Broom,Room on the Broom,frog,frog,he/him,23672,4.46,1451,Julia Donaldson,2001,"August 27, 2001",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347479455i/177246.jpg,"This fun family read-aloud i s the perfect way to start Halloween celebrations and an ideal gift book. A sweet story of quick wits, friendship, and inclusivity from the creators of The Gruffalo !The witch and her cat are happily flying through the sky on a broomstick when the wind picks up and blows away the witch's hat, then her bow, and then her wand! Luckily, three helpful animals find the missing items, and all they want in return is a ride on the broom. But is there room on the broom for so many friends? And when disaster strikes, will they be able to save the witch from a hungry dragon?Julia Donaldson and Axel Scheffler are the creators of many beloved picture books including The Gruffalo , The Gruffalo's Child , The Snail and the Whale , and The Spiffiest Giant in Town .""A surefire read-aloud hit."" - School Library JournalShow more",9780142501122,Puffin Books
https://www.goodreads.com/book/show/177246.Room_on_the_Broom,Room on the Broom,bird,bird,she/her,23672,4.46,1451,Julia Donaldson,2001,"August 27, 2001",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347479455i/177246.jpg,"This fun family read-aloud i s the perfect way to start Halloween celebrations and an ideal gift book. A sweet story of quick wits, friendship, and inclusivity from the creators of The Gruffalo !The witch and her cat are happily flying through the sky on a broomstick when the wind picks up and blows away the witch's hat, then her bow, and then her wand! Luckily, three helpful animals find the missing items, and all they want in return is a ride on the broom. But is there room on the broom for so many friends? And when disaster strikes, will they be able to save the witch from a hungry dragon?Julia Donaldson and Axel Scheffler are the creators of many beloved picture books including The Gruffalo , The Gruffalo's Child , The Snail and the Whale , and The Spiffiest Giant in Town .""A surefire read-aloud hit."" - School Library JournalShow more",9780142501122,Puffin Books
https://www.goodreads.com/book/show/181601.If_You_Give_a_Pig_a_Party,If You Give a Pig a Party,pig,pig,she/her,22010,4.25,418,Laura Joffe Numeroff,2005,"January 1, 2005",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388201562i/181601.jpg,"""If you give a pig a party, she's going to ask for some balloons...""If you give a pig a party, she's going to ask for some balloons. When you give her the balloons, she'll want to decorate the house. When she's finished, she'll put on her favorite dress. Then she'll call all her friends—Mouse, Moose, and more.The little pig from'If You Give a Pig a Pancake' (1998)is back, and this time she wants to throw a great big party!Laura NumeroffandFelicia Bondhave created another winning story for this beloved character in the tradition of the best-selling'If You Give a Mouse a Cookie' (1985).Fans of'If You Give a Mouse a Cookie' (1985)will love this joyful new addition! This book is a great introduction to the'If You Give...' Series,and also a perennial favorite among children. With its spare, rhythmic text and circular tale,'If You Give a Pig a Party' (2005)is perfect for beginning readers and story time. Sure to inspire giggles and requests to""read it again!""for years to come.Age: 4-8+Edition MSRP: US $17⁹⁹ / $21⁹⁹ CAN(ISBN 978-0-06-028326-1)Manufactured in ChinaShow more",9780060283261,HarperCollins
https://www.goodreads.com/book/show/6694798-if-you-take-a-mouse-to-the-movies-a-special-christmas-edition,If You Take a Mouse to the Movies (A Special Christmas Edition),mouse,mouse,he/him,20966,4.18,492,Laura Joffe Numeroff,2000,"October 3, 2000",,2000s,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347787975i/6694798.jpg,"Join the famous Mouse from If You Give a Mouse a Cookie as he celebrates Christmas with stories, sweet treats, holiday songs, fun games, and more!Your Deluxe Edition-Letters to you from the author and illustrator-The complete If You Take a Mouse to the Movies storybook-Three holiday recipes-Sheet music for two Mouse-style Christmas carols-Three activities for you and your family to share-Anecdotes from the author and illustrator-A sneak peek into Felicia Bond’s winter sketchbook-A CD with two songs and reading of If You Take a Mouse to the Movies by Jason AlexanderShow more",9780061762802,Grand Central Publishing
https://www.goodreads.com/book/show/138069.The_Three_Pigs,The Three Pigs,wolf,wolf,he/him,20419,4.16,2460,David Wiesner,2001,"January 1, 2001",2000,2000s,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172092242i/138069.jpg,"Taking visual narrative to a new level, this picture book from the creator ofTuesdayandFlotsambegins a seemingly familiar tale of three pigs preparing to build houses of straw, sticks, and bricks. But when the Big Bad Wolf comes looking for a snack, he huffs and puffs the first little pig right out of the story . . . and into the realm of pure imagination! Dialogue balloons pepper a wide variety of illustration styles taking readers through a dazzling fantasy universe to the surprising and happy ending. You will never look at “The Three Little Pigs”—or artwork—the same way again!",9780618007011,Clarion Books
